"year","base_city","base_region_kr","base_region_en","target_city","target_region_kr","target_region_en","direction","cargo_volume","ratio"
"2023","충북","충청권(대전제외)","Chungcheong(excl. DJ)","울산","영남권","Yeongnam","도착","503769","0.19"
"2023","세종","충청권(대전제외)","Chungcheong(excl. DJ)","울산","영남권","Yeongnam","출발","369209","0.14"
"2023","충남","충청권(대전제외)","Chungcheong(excl. DJ)","울산","영남권","Yeongnam","출발","3695877","1.35"
"2023","충북","충청권(대전제외)","Chungcheong(excl. DJ)","울산","영남권","Yeongnam","출발","8557925","3.13"
"2023","충북","충청권(대전제외)","Chungcheong(excl. DJ)","인천","수도권","Capital Area","도착","3153245","1.20"
"2023","세종","충청권(대전제외)","Chungcheong(excl. DJ)","인천","수도권","Capital Area","도착","358919","0.14"
"2023","충남","충청권(대전제외)","Chungcheong(excl. DJ)","인천","수도권","Capital Area","도착","5589034","2.13"
"2023","충남","충청권(대전제외)","Chungcheong(excl. DJ)","인천","수도권","Capital Area","출발","3675271","1.34"
"2023","충북","충청권(대전제외)","Chungcheong(excl. DJ)","인천","수도권","Capital Area","출발","2902058","1.06"
"2023","세종","충청권(대전제외)","Chungcheong(excl. DJ)","인천","수도권","Capital Area","출발","287494","0.11"
"2023","세종","충청권(대전제외)","Chungcheong(excl. DJ)","전남","호남권","Honam","도착","1344540","0.51"
"2023","충북","충청권(대전제외)","Chungcheong(excl. DJ)","전남","호남권","Honam","도착","3103790","1.18"
"2023","충남","충청권(대전제외)","Chungcheong(excl. DJ)","전남","호남권","Honam","도착","4005960","1.53"
"2023","충북","충청권(대전제외)","Chungcheong(excl. DJ)","전남","호남권","Honam","출발","7155720","2.62"
"2023","충남","충청권(대전제외)","Chungcheong(excl. DJ)","전남","호남권","Honam","출발","5131628","1.88"
"2023","세종","충청권(대전제외)","Chungcheong(excl. DJ)","전남","호남권","Honam","출발","639274","0.23"
"2023","충남","충청권(대전제외)","Chungcheong(excl. DJ)","전북","호남권","Honam","도착","6856624","2.62"
"2023","충북","충청권(대전제외)","Chungcheong(excl. DJ)","전북","호남권","Honam","도착","2815890","1.07"
"2023","세종","충청권(대전제외)","Chungcheong(excl. DJ)","전북","호남권","Honam","도착","485920","0.19"
"2023","충북","충청권(대전제외)","Chungcheong(excl. DJ)","전북","호남권","Honam","출발","3223266","1.18"
"2023","세종","충청권(대전제외)","Chungcheong(excl. DJ)","전북","호남권","Honam","출발","429333","0.16"
"2023","충남","충청권(대전제외)","Chungcheong(excl. DJ)","전북","호남권","Honam","출발","5061767","1.85"
"2023","충남","충청권(대전제외)","Chungcheong(excl. DJ)","제주","기타","Others","도착","0","0.00"
"2023","충북","충청권(대전제외)","Chungcheong(excl. DJ)","제주","기타","Others","도착","0","0.00"
"2023","세종","충청권(대전제외)","Chungcheong(excl. DJ)","제주","기타","Others","도착","0","0.00"
"2023","충남","충청권(대전제외)","Chungcheong(excl. DJ)","제주","기타","Others","출발","0","0.00"
"2023","세종","충청권(대전제외)","Chungcheong(excl. DJ)","제주","기타","Others","출발","0","0.00"
"2023","충북","충청권(대전제외)","Chungcheong(excl. DJ)","제주","기타","Others","출발","0","0.00"
"2023","충남","충청권(대전제외)","Chungcheong(excl. DJ)","충남","충청권(대전제외)","Chungcheong(excl. DJ)","도착","77847056","29.71"
"2023","충북","충청권(대전제외)","Chungcheong(excl. DJ)","충남","충청권(대전제외)","Chungcheong(excl. DJ)","도착","7331232","2.80"
"2023","세종","충청권(대전제외)","Chungcheong(excl. DJ)","충남","충청권(대전제외)","Chungcheong(excl. DJ)","도착","1586566","0.61"
"2023","충남","충청권(대전제외)","Chungcheong(excl. DJ)","충남","충청권(대전제외)","Chungcheong(excl. DJ)","출발","77847056","28.48"
"2023","세종","충청권(대전제외)","Chungcheong(excl. DJ)","충남","충청권(대전제외)","Chungcheong(excl. DJ)","출발","2148311","0.79"
"2023","충북","충청권(대전제외)","Chungcheong(excl. DJ)","충남","충청권(대전제외)","Chungcheong(excl. DJ)","출발","12652583","4.63"
"2023","충남","충청권(대전제외)","Chungcheong(excl. DJ)","충북","충청권(대전제외)","Chungcheong(excl. DJ)","도착","12652583","4.83"
"2023","충북","충청권(대전제외)","Chungcheong(excl. DJ)","충북","충청권(대전제외)","Chungcheong(excl. DJ)","도착","18037464","6.88"
"2023","세종","충청권(대전제외)","Chungcheong(excl. DJ)","충북","충청권(대전제외)","Chungcheong(excl. DJ)","도착","1762710","0.67"
"2023","충남","충청권(대전제외)","Chungcheong(excl. DJ)","충북","충청권(대전제외)","Chungcheong(excl. DJ)","출발","7331232","2.68"
"2023","충북","충청권(대전제외)","Chungcheong(excl. DJ)","충북","충청권(대전제외)","Chungcheong(excl. DJ)","출발","18037464","6.60"
"2023","세종","충청권(대전제외)","Chungcheong(excl. DJ)","충북","충청권(대전제외)","Chungcheong(excl. DJ)","출발","1760064","0.64"
