시도별,산업별,산업코드,연도,지표,단위,값,비고
제주특별자치도,광업,05~08,2024,급여액,백만원,5461.0,
제주특별자치도,제조업,10~34,2024,급여액,백만원,265592.0,
전국,광업 및 제조업,,2024,출하액,백만원,2089738663.0,
전국,광업,05~08,2024,출하액,백만원,3340267.0,
전국,제조업,10~34,2024,출하액,백만원,2086398396.0,
서울특별시,광업 및 제조업,,2024,출하액,백만원,36145356.0,
서울특별시,광업,05~08,2024,출하액,백만원,,X
서울특별시,제조업,10~34,2024,출하액,백만원,36145356.0,
부산광역시,광업 및 제조업,,2024,출하액,백만원,54115105.0,
부산광역시,광업,05~08,2024,출하액,백만원,,X
부산광역시,제조업,10~34,2024,출하액,백만원,54098961.0,
대구광역시,광업 및 제조업,,2024,출하액,백만원,38841290.0,
대구광역시,광업,05~08,2024,출하액,백만원,,X
대구광역시,제조업,10~34,2024,출하액,백만원,38820123.0,
인천광역시,광업 및 제조업,,2024,출하액,백만원,99432995.0,
인천광역시,광업,05~08,2024,출하액,백만원,119859.0,
인천광역시,제조업,10~34,2024,출하액,백만원,99313136.0,
광주광역시,광업 및 제조업,,2024,출하액,백만원,48796434.0,
광주광역시,광업,05~08,2024,출하액,백만원,0.0,-
광주광역시,제조업,10~34,2024,출하액,백만원,48796434.0,
대전광역시,광업 및 제조업,,2024,출하액,백만원,22431701.0,
대전광역시,광업,05~08,2024,출하액,백만원,0.0,-
대전광역시,제조업,10~34,2024,출하액,백만원,22431701.0,
울산광역시,광업 및 제조업,,2024,출하액,백만원,278421843.0,
울산광역시,광업,05~08,2024,출하액,백만원,62715.0,
울산광역시,제조업,10~34,2024,출하액,백만원,278359128.0,
세종특별자치시,광업 및 제조업,,2024,출하액,백만원,11424011.0,
세종특별자치시,광업,05~08,2024,출하액,백만원,50552.0,
세종특별자치시,제조업,10~34,2024,출하액,백만원,11373459.0,
경기도,광업 및 제조업,,2024,출하액,백만원,557801033.0,
경기도,광업,05~08,2024,출하액,백만원,631438.0,
경기도,제조업,10~34,2024,출하액,백만원,557169595.0,
강원특별자치도,광업 및 제조업,,2024,출하액,백만원,18661237.0,
강원특별자치도,광업,05~08,2024,출하액,백만원,1054007.0,
강원특별자치도,제조업,10~34,2024,출하액,백만원,17607230.0,
충청북도,광업 및 제조업,,2024,출하액,백만원,124184293.0,
충청북도,광업,05~08,2024,출하액,백만원,352823.0,
충청북도,제조업,10~34,2024,출하액,백만원,123831470.0,
충청남도,광업 및 제조업,,2024,출하액,백만원,252924341.0,
충청남도,광업,05~08,2024,출하액,백만원,301116.0,
충청남도,제조업,10~34,2024,출하액,백만원,252623225.0,
전라북도,광업 및 제조업,,2024,출하액,백만원,49514394.0,
전라북도,광업,05~08,2024,출하액,백만원,156645.0,
전라북도,제조업,10~34,2024,출하액,백만원,49357749.0,
전라남도,광업 및 제조업,,2024,출하액,백만원,149902264.0,
전라남도,광업,05~08,2024,출하액,백만원,188228.0,
전라남도,제조업,10~34,2024,출하액,백만원,149714036.0,
경상북도,광업 및 제조업,,2024,출하액,백만원,165283542.0,
경상북도,광업,05~08,2024,출하액,백만원,193217.0,
경상북도,제조업,10~34,2024,출하액,백만원,165090325.0,
경상남도,광업 및 제조업,,2024,출하액,백만원,179638767.0,
경상남도,광업,05~08,2024,출하액,백만원,160478.0,
경상남도,제조업,10~34,2024,출하액,백만원,179478289.0,
제주특별자치도,광업 및 제조업,,2024,출하액,백만원,2220057.0,
제주특별자치도,광업,05~08,2024,출하액,백만원,31878.0,
제주특별자치도,제조업,10~34,2024,출하액,백만원,2188179.0,
전국,광업 및 제조업,,2024,주요생산비,백만원,1343609251.0,
전국,광업,05~08,2024,주요생산비,백만원,990647.0,
전국,제조업,10~34,2024,주요생산비,백만원,1342618604.0,
서울특별시,광업 및 제조업,,2024,주요생산비,백만원,18846110.0,
서울특별시,광업,05~08,2024,주요생산비,백만원,,X
서울특별시,제조업,10~34,2024,주요생산비,백만원,18846108.0,
부산광역시,광업 및 제조업,,2024,주요생산비,백만원,34893556.0,
부산광역시,광업,05~08,2024,주요생산비,백만원,,X
부산광역시,제조업,10~34,2024,주요생산비,백만원,34888220.0,
대구광역시,광업 및 제조업,,2024,주요생산비,백만원,25379276.0,
대구광역시,광업,05~08,2024,주요생산비,백만원,,X
대구광역시,제조업,10~34,2024,주요생산비,백만원,25371822.0,
인천광역시,광업 및 제조업,,2024,주요생산비,백만원,63827391.0,
인천광역시,광업,05~08,2024,주요생산비,백만원,42000.0,
인천광역시,제조업,10~34,2024,주요생산비,백만원,63785391.0,
광주광역시,광업 및 제조업,,2024,주요생산비,백만원,32379936.0,
광주광역시,광업,05~08,2024,주요생산비,백만원,0.0,-
광주광역시,제조업,10~34,2024,주요생산비,백만원,32379936.0,
대전광역시,광업 및 제조업,,2024,주요생산비,백만원,12619745.0,
대전광역시,광업,05~08,2024,주요생산비,백만원,0.0,-
대전광역시,제조업,10~34,2024,주요생산비,백만원,12619745.0,
울산광역시,광업 및 제조업,,2024,주요생산비,백만원,202343640.0,
울산광역시,광업,05~08,2024,주요생산비,백만원,18656.0,
울산광역시,제조업,10~34,2024,주요생산비,백만원,202324984.0,
세종특별자치시,광업 및 제조업,,2024,주요생산비,백만원,6921075.0,
세종특별자치시,광업,05~08,2024,주요생산비,백만원,23868.0,
세종특별자치시,제조업,10~34,2024,주요생산비,백만원,6897207.0,
경기도,광업 및 제조업,,2024,주요생산비,백만원,305898742.0,
경기도,광업,05~08,2024,주요생산비,백만원,257454.0,
경기도,제조업,10~34,2024,주요생산비,백만원,305641288.0,
강원특별자치도,광업 및 제조업,,2024,주요생산비,백만원,10290538.0,
강원특별자치도,광업,05~08,2024,주요생산비,백만원,274057.0,
강원특별자치도,제조업,10~34,2024,주요생산비,백만원,10016481.0,
충청북도,광업 및 제조업,,2024,주요생산비,백만원,75660735.0,
충청북도,광업,05~08,2024,주요생산비,백만원,88792.0,
충청북도,제조업,10~34,2024,주요생산비,백만원,75571943.0,
충청남도,광업 및 제조업,,2024,주요생산비,백만원,170623764.0,
충청남도,광업,05~08,2024,주요생산비,백만원,80585.0,
충청남도,제조업,10~34,2024,주요생산비,백만원,170543179.0,
전라북도,광업 및 제조업,,2024,주요생산비,백만원,34079825.0,
전라북도,광업,05~08,2024,주요생산비,백만원,27636.0,
전라북도,제조업,10~34,2024,주요생산비,백만원,34052189.0,
전라남도,광업 및 제조업,,2024,주요생산비,백만원,110602121.0,
전라남도,광업,05~08,2024,주요생산비,백만원,57605.0,
전라남도,제조업,10~34,2024,주요생산비,백만원,110544516.0,
경상북도,광업 및 제조업,,2024,주요생산비,백만원,116901771.0,
경상북도,광업,05~08,2024,주요생산비,백만원,50524.0,
경상북도,제조업,10~34,2024,주요생산비,백만원,116851247.0,
경상남도,광업 및 제조업,,2024,주요생산비,백만원,121106885.0,
경상남도,광업,05~08,2024,주요생산비,백만원,44468.0,
경상남도,제조업,10~34,2024,주요생산비,백만원,121062417.0,
제주특별자치도,광업 및 제조업,,2024,주요생산비,백만원,1234141.0,
제주특별자치도,광업,05~08,2024,주요생산비,백만원,12210.0,
제주특별자치도,제조업,10~34,2024,주요생산비,백만원,1221931.0,
전국,광업 및 제조업,,2024,부가가치,백만원,751409998.0,
전국,광업,05~08,2024,부가가치,백만원,2357185.0,
전국,제조업,10~34,2024,부가가치,백만원,749052813.0,
서울특별시,광업 및 제조업,,2024,부가가치,백만원,17726298.0,
서울특별시,광업,05~08,2024,부가가치,백만원,,X
서울특별시,제조업,10~34,2024,부가가치,백만원,17726300.0,
부산광역시,광업 및 제조업,,2024,부가가치,백만원,19676182.0,
부산광역시,광업,05~08,2024,부가가치,백만원,,X
부산광역시,제조업,10~34,2024,부가가치,백만원,19665434.0,
대구광역시,광업 및 제조업,,2024,부가가치,백만원,13409450.0,
대구광역시,광업,05~08,2024,부가가치,백만원,,X
대구광역시,제조업,10~34,2024,부가가치,백만원,13395339.0,
인천광역시,광업 및 제조업,,2024,부가가치,백만원,35084180.0,
인천광역시,광업,05~08,2024,부가가치,백만원,77210.0,
인천광역시,제조업,10~34,2024,부가가치,백만원,35006970.0,
광주광역시,광업 및 제조업,,2024,부가가치,백만원,16371230.0,
광주광역시,광업,05~08,2024,부가가치,백만원,0.0,-
광주광역시,제조업,10~34,2024,부가가치,백만원,16371230.0,
대전광역시,광업 및 제조업,,2024,부가가치,백만원,9948131.0,
대전광역시,광업,05~08,2024,부가가치,백만원,0.0,-
대전광역시,제조업,10~34,2024,부가가치,백만원,9948131.0,
울산광역시,광업 및 제조업,,2024,부가가치,백만원,76585583.0,
울산광역시,광업,05~08,2024,부가가치,백만원,44052.0,
울산광역시,제조업,10~34,2024,부가가치,백만원,76541531.0,
세종특별자치시,광업 및 제조업,,2024,부가가치,백만원,4567002.0,
세종특별자치시,광업,05~08,2024,부가가치,백만원,27258.0,
세종특별자치시,제조업,10~34,2024,부가가치,백만원,4539744.0,
경기도,광업 및 제조업,,2024,부가가치,백만원,253687968.0,
경기도,광업,05~08,2024,부가가치,백만원,383768.0,
경기도,제조업,10~34,2024,부가가치,백만원,253304200.0,
강원특별자치도,광업 및 제조업,,2024,부가가치,백만원,8712436.0,
강원특별자치도,광업,05~08,2024,부가가치,백만원,774363.0,
강원특별자치도,제조업,10~34,2024,부가가치,백만원,7938073.0,
충청북도,광업 및 제조업,,2024,부가가치,백만원,48615215.0,
충청북도,광업,05~08,2024,부가가치,백만원,264573.0,
충청북도,제조업,10~34,2024,부가가치,백만원,48350642.0,
충청남도,광업 및 제조업,,2024,부가가치,백만원,82750414.0,
충청남도,광업,05~08,2024,부가가치,백만원,221897.0,
충청남도,제조업,10~34,2024,부가가치,백만원,82528517.0,
전라북도,광업 및 제조업,,2024,부가가치,백만원,15628334.0,
전라북도,광업,05~08,2024,부가가치,백만원,128958.0,
전라북도,제조업,10~34,2024,부가가치,백만원,15499376.0,
전라남도,광업 및 제조업,,2024,부가가치,백만원,39341041.0,
전라남도,광업,05~08,2024,부가가치,백만원,131586.0,
전라남도,제조업,10~34,2024,부가가치,백만원,39209455.0,
경상북도,광업 및 제조업,,2024,부가가치,백만원,48549023.0,
경상북도,광업,05~08,2024,부가가치,백만원,143003.0,
경상북도,제조업,10~34,2024,부가가치,백만원,48406020.0,
경상남도,광업 및 제조업,,2024,부가가치,백만원,59735080.0,
경상남도,광업,05~08,2024,부가가치,백만원,115506.0,
경상남도,제조업,10~34,2024,부가가치,백만원,59619574.0,
제주특별자치도,광업 및 제조업,,2024,부가가치,백만원,1022431.0,
제주특별자치도,광업,05~08,2024,부가가치,백만원,20154.0,
제주특별자치도,제조업,10~34,2024,부가가치,백만원,1002277.0,
전국,광업 및 제조업,,2024,유형자산 연말잔액,백만원,822255735.0,
전국,광업,05~08,2024,유형자산 연말잔액,백만원,3089000.0,
전국,제조업,10~34,2024,유형자산 연말잔액,백만원,819166735.0,
서울특별시,광업 및 제조업,,2024,유형자산 연말잔액,백만원,12603204.0,
서울특별시,광업,05~08,2024,유형자산 연말잔액,백만원,,X
서울특별시,제조업,10~34,2024,유형자산 연말잔액,백만원,12598410.0,
부산광역시,광업 및 제조업,,2024,유형자산 연말잔액,백만원,26985119.0,
부산광역시,광업,05~08,2024,유형자산 연말잔액,백만원,,X
부산광역시,제조업,10~34,2024,유형자산 연말잔액,백만원,26979890.0,
대구광역시,광업 및 제조업,,2024,유형자산 연말잔액,백만원,18790659.0,
대구광역시,광업,05~08,2024,유형자산 연말잔액,백만원,,X
대구광역시,제조업,10~34,2024,유형자산 연말잔액,백만원,18772432.0,
인천광역시,광업 및 제조업,,2024,유형자산 연말잔액,백만원,45110524.0,
인천광역시,광업,05~08,2024,유형자산 연말잔액,백만원,127187.0,
인천광역시,제조업,10~34,2024,유형자산 연말잔액,백만원,44983337.0,
광주광역시,광업 및 제조업,,2024,유형자산 연말잔액,백만원,11537118.0,
광주광역시,광업,05~08,2024,유형자산 연말잔액,백만원,0.0,-
광주광역시,제조업,10~34,2024,유형자산 연말잔액,백만원,11537118.0,
대전광역시,광업 및 제조업,,2024,유형자산 연말잔액,백만원,8636375.0,
대전광역시,광업,05~08,2024,유형자산 연말잔액,백만원,0.0,-
대전광역시,제조업,10~34,2024,유형자산 연말잔액,백만원,8636375.0,
울산광역시,광업 및 제조업,,2024,유형자산 연말잔액,백만원,60068253.0,
울산광역시,광업,05~08,2024,유형자산 연말잔액,백만원,34701.0,
울산광역시,제조업,10~34,2024,유형자산 연말잔액,백만원,60033552.0,
세종특별자치시,광업 및 제조업,,2024,유형자산 연말잔액,백만원,4740038.0,
세종특별자치시,광업,05~08,2024,유형자산 연말잔액,백만원,17937.0,
세종특별자치시,제조업,10~34,2024,유형자산 연말잔액,백만원,4722101.0,
경기도,광업 및 제조업,,2024,유형자산 연말잔액,백만원,278386438.0,
경기도,광업,05~08,2024,유형자산 연말잔액,백만원,684222.0,
경기도,제조업,10~34,2024,유형자산 연말잔액,백만원,277702216.0,
강원특별자치도,광업 및 제조업,,2024,유형자산 연말잔액,백만원,10426464.0,
강원특별자치도,광업,05~08,2024,유형자산 연말잔액,백만원,1245608.0,
강원특별자치도,제조업,10~34,2024,유형자산 연말잔액,백만원,9180856.0,
충청북도,광업 및 제조업,,2024,유형자산 연말잔액,백만원,52484580.0,
충청북도,광업,05~08,2024,유형자산 연말잔액,백만원,155654.0,
충청북도,제조업,10~34,2024,유형자산 연말잔액,백만원,52328926.0,
충청남도,광업 및 제조업,,2024,유형자산 연말잔액,백만원,91871600.0,
충청남도,광업,05~08,2024,유형자산 연말잔액,백만원,186461.0,
충청남도,제조업,10~34,2024,유형자산 연말잔액,백만원,91685139.0,
전라북도,광업 및 제조업,,2024,유형자산 연말잔액,백만원,18698457.0,
전라북도,광업,05~08,2024,유형자산 연말잔액,백만원,71677.0,
전라북도,제조업,10~34,2024,유형자산 연말잔액,백만원,18626780.0,
전라남도,광업 및 제조업,,2024,유형자산 연말잔액,백만원,46462427.0,
전라남도,광업,05~08,2024,유형자산 연말잔액,백만원,171695.0,
전라남도,제조업,10~34,2024,유형자산 연말잔액,백만원,46290732.0,
경상북도,광업 및 제조업,,2024,유형자산 연말잔액,백만원,59948810.0,
경상북도,광업,05~08,2024,유형자산 연말잔액,백만원,89661.0,
경상북도,제조업,10~34,2024,유형자산 연말잔액,백만원,59859149.0,
경상남도,광업 및 제조업,,2024,유형자산 연말잔액,백만원,74285533.0,
경상남도,광업,05~08,2024,유형자산 연말잔액,백만원,239314.0,
경상남도,제조업,10~34,2024,유형자산 연말잔액,백만원,74046219.0,
제주특별자치도,광업 및 제조업,,2024,유형자산 연말잔액,백만원,1220136.0,
제주특별자치도,광업,05~08,2024,유형자산 연말잔액,백만원,36633.0,
제주특별자치도,제조업,10~34,2024,유형자산 연말잔액,백만원,1183503.0,
