기간,지역,HS코드,품목명,수출건수,수출금액,수입건수,수입금액,무역수지,품목약칭_TRASS
2002,광주광역시,46,짚ㆍ에스파르토(esparto)나그밖의조물재료의제품바구니세공물(basketware)과지조세공물(枝條細工物),6,8,17,175,-167,조물재료의제품
2002,광주광역시,47,목재나그밖의섬유질셀룰로오스재료의펄프회수한종이ㆍ판지[웨이스트(waste)와스크랩(scrap)],6,292,0,0,292,펄프
2002,광주광역시,48,종이와판지제지용펄프ㆍ종이ㆍ판지의제품,51,131,128,656,-525,지와_지제품
2002,광주광역시,49,인쇄서적ㆍ신문ㆍ회화ㆍ그밖의인쇄물수제(手製)문서ㆍ타자문서ㆍ도면,11,70,343,404,-334,인쇄서적_신문_회화
2002,광주광역시,50,견,0,0,10,22,-22,견
2002,광주광역시,51,양모ㆍ동물의부드러운털이나거친털ㆍ말의털로만든실과직물,2,1,5,16,-15,모
2002,광주광역시,52,면,3703,40521,1937,141639,-101118,면
2002,광주광역시,53,그밖의식물성방직용섬유종이실(paperyarn)과종이실로만든직물,0,0,37,741,-741,기타_식물성방직용_섬유
2002,광주광역시,54,인조필라멘트인조방직용섬유재료의스트립(strip)과이와유사한것,26,862,81,954,-92,인조필라멘트
2002,광주광역시,55,인조스테이플섬유,55,483,343,13068,-12585,인조스테이플섬유
2002,광주광역시,56,워딩(wadding)ㆍ펠트(felt)ㆍ부직포특수사끈ㆍ배의밧줄(cordage)ㆍ로프ㆍ케이블과이들의제품,3,14,16,199,-185,워딩_펄프_부직포
2002,광주광역시,57,양탄자류와그밖의방직용섬유로만든바닥깔개,3,20,9,173,-153,양탄자류
2002,광주광역시,58,특수직물터프트(tuft)한직물레이스태피스트리(tapestry)트리밍(trimming)자수천,3,30,98,1596,-1566,특수_직물
2002,광주광역시,59,침투ㆍ도포ㆍ피복하거나적층한방직용섬유의직물공업용인방직용섬유제품,0,0,95,4192,-4192,침투_도포직물
2002,광주광역시,60,메리야스편물과뜨개질편물,4,57,2,2,56,편물
2002,광주광역시,61,의류와그부속품(메리야스편물이나뜨개질편물로한정한다),54,888,90,579,309,편물제_의류
2002,광주광역시,62,의류와그부속품(메리야스편물이나뜨개질편물은제외한다),6,19,350,303,-284,비편물제의류
2002,광주광역시,63,제품으로된방직용섬유의그밖의물품세트사용하던의류ㆍ방직용섬유제품넝마,144,1476,75,102,1374,기타_방직용섬유제품
2002,광주광역시,64,신발류ㆍ각반과이와유사한것이들의부분품,4,9,121,204,-195,신발류
2002,광주광역시,65,모자류와그부분품,2,0,12,10,-9,모자류
2002,광주광역시,66,산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용채찍과이들의부분품,1,0,3,8,-8,산류_지팡이
2002,광주광역시,67,조제깃털ㆍ솜털과그제품조화사람머리카락으로된제품,0,0,3,1,-1,조제_우모_조화_인모제품
2002,광주광역시,68,돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나이와유사한재료의제품,32,230,894,5757,-5527,석_시멘트제품
2002,광주광역시,69,도자제품,71,1049,215,1404,-355,도자_제품
2002,광주광역시,70,유리와유리제품,18,65,219,3331,-3266,유리와유리제품
2002,광주광역시,71,천연진주ㆍ양식진주ㆍ귀석ㆍ반귀석ㆍ귀금속ㆍ귀금속을입힌금속과이들의제품모조신변장식용품주화,11,137,108,1633,-1495,진주_귀석귀금속
2002,광주광역시,72,철강,261,7078,213,4445,2633,철강
2002,광주광역시,73,철강의제품,663,14259,742,3309,10950,철강제품
2002,광주광역시,74,구리와그제품,18,78,347,4026,-3948,동
2002,광주광역시,75,니켈과그제품,0,0,18,65,-65,니켈
2002,광주광역시,76,알루미늄과그제품,303,6941,359,6452,489,알루미늄
2002,광주광역시,78,납과그제품,28,27,117,5764,-5737,연
2002,광주광역시,79,아연과그제품,1,0,15,1030,-1030,아연
2002,광주광역시,80,주석과그제품,2,6,53,1661,-1655,주석
2002,광주광역시,81,그밖의비금속(卑金屬)서멧(cermet)이들의제품,2,12,81,319,-307,기타_비금속
2002,광주광역시,82,비금속(卑金屬)으로만든공구ㆍ도구ㆍ칼붙이ㆍ스푼ㆍ포크이들의부분품,150,4437,244,1944,2493,비금속제의공구
2002,광주광역시,83,비금속(卑金屬)으로만든각종제품,22,429,51,248,181,비금속제의각종_제품
2002,광주광역시,84,원자로ㆍ보일러ㆍ기계류와이들의부분품,19358,604965,3985,89620,515345,기계류
2002,광주광역시,85,전기기기와그부분품녹음기ㆍ음성재생기ㆍ텔레비전의영상과음성의기록기ㆍ재생기와이들의부분품ㆍ부속품,33938,1825949,29179,1283273,542676,전기기기
2002,광주광역시,86,철도용이나궤도용기관차ㆍ차량과이들의부분품철도용이나궤도용장비품과그부분품기계식(전기기계식을포함한다)각종교통신호용기기,4,10,4,7,4,철도차량
2002,광주광역시,87,철도용이나궤도용외의차량과그부분품ㆍ부속품,3326,407932,648,21589,386342,자동차
2002,광주광역시,89,선박과수상구조물,1,1,2,9,-8,선박
2002,광주광역시,90,광학기기ㆍ사진용기기ㆍ영화용기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용기기이들의부분품과부속품,299,3367,1520,25416,-22048,광학_정밀의료기기
2002,광주광역시,91,시계와그부분품,1,1,148,49,-48,시계
2002,광주광역시,92,악기와그부분품과부속품,46,241,20,45,196,악기
2002,광주광역시,93,무기ㆍ총포탄과이들의부분품과부속품,0,0,5,38,-38,무기
2002,광주광역시,94,가구침구ㆍ매트리스ㆍ매트리스서포트(mattresssupport)ㆍ쿠션과이와유사한물품다른류로분류되지않은조명기구조명용사인ㆍ조명용네임플레이트(name-plate)와이와유사한물품조립식건축물,48,568,113,679,-111,가구_침구조립식건축
2002,광주광역시,95,완구ㆍ게임용구ㆍ운동용구와이들의부분품과부속품,93,3713,159,321,3392,완구_운동용구
2002,광주광역시,96,잡품,27,138,78,202,-64,잡품
2002,광주광역시,97,예술품ㆍ수집품ㆍ골동품,8,320,5,301,19,예술품_수집과_골동품
2002,광주광역시,99,일시적입법;설치된간이수정에따른입법을트레이드한다;추가적수입제한농업인것의제22부에따른확립된것조정행위수정된것처럼,0,0,439,46,-46,
2003,광주광역시,01,살아있는동물,0,0,106,91,-91,산_동물
2003,광주광역시,02,육과식용설육(屑肉),4,21,20,337,-316,육과식용설육
2003,광주광역시,03,어류ㆍ갑각류ㆍ연체동물과그밖의수생(水生)무척추동물,73,279,918,9818,-9539,어류
2003,광주광역시,04,낙농품새의알천연꿀다른류로분류되지않은식용인동물성생산품,34,1696,295,13865,-12169,낙농품
2003,광주광역시,05,다른류로분류되지않은동물성생산품,7,14,16,59,-46,기타_동물성생산품
2003,광주광역시,06,살아있는수목과그밖의식물인경(鱗莖)ㆍ뿌리와이와유사한물품절화(切花)와장식용잎,14,462,35,488,-26,산_수목및절화
2003,광주광역시,07,식용의채소ㆍ뿌리ㆍ괴경(塊莖),368,2511,176,1628,883,채소
2003,광주광역시,08,식용의과실과견과류감귤류ㆍ멜론의껍질,78,1001,9,67,934,과실_견과류
2003,광주광역시,09,커피ㆍ차ㆍ마테(maté)ㆍ향신료,8,165,42,241,-75,커피_향신료
2003,광주광역시,11,제분공업의생산품과맥아전분이눌린(inulin)밀의글루텐(gluten),7,10,11,52,-42,제분공업생산품
2003,광주광역시,12,채유(採油)에적합한종자와과실각종종자와과실공업용ㆍ의약용식물짚과사료용식물,38,516,119,1269,-754,채유용종자
2003,광주광역시,13,락(lac)검ㆍ수지ㆍ그밖의식물성수액과추출물(extract),0,0,18,417,-417,식물성수액과_엑스
2003,광주광역시,14,식물성편조물(編組物)용재료와다른류로분류되지않은식물성생산품,2,11,143,1880,-1868,기타_식물성생산품
2003,광주광역시,15,동물성ㆍ식물성ㆍ미생물성지방과기름및이들의분해생산물조제한식용지방과동물성ㆍ식물성왁스,6,45,6,28,17,동_식물성유지
2003,광주광역시,16,육류ㆍ어류ㆍ갑각류ㆍ연체동물이나그밖의수생(水生)무척추동물또는곤충의조제품,15,22,123,5004,-4982,육_어류조제품
2003,광주광역시,17,당류(糖類)와설탕과자,10,43,30,735,-692,당류설탕과자
2003,광주광역시,18,코코아와그조제품,0,0,16,1182,-1182,코코아
2003,광주광역시,19,곡물ㆍ고운가루ㆍ전분ㆍ밀크의조제품과베이커리제품,179,2941,73,153,2788,곡물_곡분의_조제품
2003,광주광역시,20,채소ㆍ과실ㆍ견과류나식물의그밖의부분의조제품,114,659,203,1916,-1256,채소_과실의_조제품
2003,광주광역시,21,각종조제식료품,60,752,278,5258,-4506,각종의_조제식료품
2003,광주광역시,22,음료ㆍ주류ㆍ식초,322,20629,20,68,20560,음료_알콜식초
2003,광주광역시,23,식품공업에서생기는잔재물과웨이스트(waste)조제사료,0,0,182,3960,-3960,사료
2003,광주광역시,24,담배와제조한담배대용물연소시키지않고흡입하도록만들어진물품(니코틴을함유하였는지에상관없다)니코틴을함유한그밖의물품으로인체내에니코틴을흡수시키도록만들어진것,40,78,0,0,78,담배
2003,광주광역시,25,소금황토석류(土石類)석고ㆍ석회ㆍ시멘트,8,88,279,1846,-1758,암석광물
2003,광주광역시,27,광물성연료ㆍ광물유(鑛物油)와이들의증류물역청(瀝靑)물질광물성왁스,24,98,114,1064,-966,광물성_연료에너지
2003,광주광역시,28,무기화학품귀금속ㆍ희토류(稀土類)금속ㆍ방사성원소ㆍ동위원소의유기화합물이나무기화합물,12,71,167,2539,-2468,무기화학품
2003,광주광역시,29,유기화학품,11,37,155,4942,-4905,유기화학품
2003,광주광역시,30,의료용품,63,607,40,191,416,의료용품
2003,광주광역시,31,비료,0,0,13,101,-101,비료
2003,광주광역시,32,유연용ㆍ염색용추출물(extract)탄닌과이들의유도체염료ㆍ안료와그밖의착색제페인트ㆍ바니시(varnish)퍼티(putty)와그밖의매스틱(mastic)잉크,66,409,190,1401,-991,유연_착색제
2003,광주광역시,33,정유(essentialoil)와레지노이드(resinoid)조제향료와화장품ㆍ화장용품,7,79,265,990,-911,향료_화장품
2003,광주광역시,34,비누ㆍ유기계면활성제ㆍ조제세제ㆍ조제윤활제ㆍ인조왁스ㆍ조제왁스ㆍ광택용이나연마용조제품ㆍ양초와이와유사한물품ㆍ조형용페이스트(paste)ㆍ치과용왁스와플라스터(plaster)를기본재료로한치과용조제품,61,568,93,1970,-1402,비누_왁스
2003,광주광역시,35,단백질계물질변성전분글루(glue)효소,18,76,205,2816,-2740,단백질계물질
2003,광주광역시,37,사진용이나영화용재료,11,72,44,798,-726,사진_영화용재료
2003,광주광역시,38,각종화학공업생산품,167,640,657,10654,-10014,각종_화학공업생산품
2003,광주광역시,39,플라스틱과그제품,2143,13757,2965,25012,-11255,플라스틱
2003,광주광역시,40,고무와그제품,47903,669827,591,14735,655093,고무
2003,광주광역시,41,원피(모피는제외한다)와가죽,0,0,2,1,-1,원피
2003,광주광역시,42,가죽제품마구여행용구ㆍ핸드백과이와유사한용기동물거트(gut)[누에의거트(gut)는제외한다]의제품,6,8,187,228,-220,가죽제품
2003,광주광역시,43,모피ㆍ인조모피와이들의제품,0,0,11,4,-4,모피
2003,광주광역시,44,목재와그제품목탄,10,40,330,5163,-5123,목재_및목탄
2003,광주광역시,46,짚ㆍ에스파르토(esparto)나그밖의조물재료의제품바구니세공물(basketware)과지조세공물(枝條細工物),0,0,18,137,-137,조물재료의제품
2003,광주광역시,47,목재나그밖의섬유질셀룰로오스재료의펄프회수한종이ㆍ판지[웨이스트(waste)와스크랩(scrap)],15,776,0,0,776,펄프
2003,광주광역시,48,종이와판지제지용펄프ㆍ종이ㆍ판지의제품,90,299,145,1174,-874,지와_지제품
2003,광주광역시,49,인쇄서적ㆍ신문ㆍ회화ㆍ그밖의인쇄물수제(手製)문서ㆍ타자문서ㆍ도면,13,57,330,202,-145,인쇄서적_신문_회화
2003,광주광역시,50,견,0,0,6,74,-74,견
2003,광주광역시,51,양모ㆍ동물의부드러운털이나거친털ㆍ말의털로만든실과직물,0,0,10,81,-81,모
2003,광주광역시,52,면,2982,34058,824,91985,-57927,면
2003,광주광역시,53,그밖의식물성방직용섬유종이실(paperyarn)과종이실로만든직물,0,0,19,197,-197,기타_식물성방직용_섬유
2003,광주광역시,54,인조필라멘트인조방직용섬유재료의스트립(strip)과이와유사한것,16,258,57,566,-308,인조필라멘트
2003,광주광역시,55,인조스테이플섬유,96,1109,108,4693,-3584,인조스테이플섬유
2003,광주광역시,56,워딩(wadding)ㆍ펠트(felt)ㆍ부직포특수사끈ㆍ배의밧줄(cordage)ㆍ로프ㆍ케이블과이들의제품,11,30,19,210,-181,워딩_펄프_부직포
2003,광주광역시,57,양탄자류와그밖의방직용섬유로만든바닥깔개,0,0,6,2,-2,양탄자류
2003,광주광역시,58,특수직물터프트(tuft)한직물레이스태피스트리(tapestry)트리밍(trimming)자수천,21,125,49,187,-62,특수_직물
2003,광주광역시,59,침투ㆍ도포ㆍ피복하거나적층한방직용섬유의직물공업용인방직용섬유제품,8,98,126,6414,-6316,침투_도포직물
2003,광주광역시,60,메리야스편물과뜨개질편물,3,44,1,0,44,편물
2003,광주광역시,61,의류와그부속품(메리야스편물이나뜨개질편물로한정한다),47,847,79,106,742,편물제_의류
2003,광주광역시,62,의류와그부속품(메리야스편물이나뜨개질편물은제외한다),6,28,399,596,-568,비편물제의류
2003,광주광역시,63,제품으로된방직용섬유의그밖의물품세트사용하던의류ㆍ방직용섬유제품넝마,167,1615,101,176,1439,기타_방직용섬유제품
2003,광주광역시,64,신발류ㆍ각반과이와유사한것이들의부분품,0,0,209,583,-583,신발류
2003,광주광역시,65,모자류와그부분품,0,0,30,9,-9,모자류
2003,광주광역시,66,산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용채찍과이들의부분품,1,0,4,19,-19,산류_지팡이
2003,광주광역시,67,조제깃털ㆍ솜털과그제품조화사람머리카락으로된제품,0,0,5,6,-6,조제_우모_조화_인모제품
2003,광주광역시,68,돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나이와유사한재료의제품,53,306,896,5701,-5395,석_시멘트제품
2003,광주광역시,69,도자제품,87,1003,173,1165,-162,도자_제품
2003,광주광역시,70,유리와유리제품,6,41,295,3041,-3000,유리와유리제품
2003,광주광역시,71,천연진주ㆍ양식진주ㆍ귀석ㆍ반귀석ㆍ귀금속ㆍ귀금속을입힌금속과이들의제품모조신변장식용품주화,10,225,138,4125,-3900,진주_귀석귀금속
2003,광주광역시,72,철강,560,15725,236,28060,-12336,철강
2003,광주광역시,73,철강의제품,833,19800,804,6507,13293,철강제품
2003,광주광역시,74,구리와그제품,76,1171,330,2515,-1344,동
2003,광주광역시,75,니켈과그제품,3,2,13,21,-19,니켈
2003,광주광역시,76,알루미늄과그제품,281,6304,312,1801,4503,알루미늄
2003,광주광역시,78,납과그제품,10,22,167,9311,-9289,연
2003,광주광역시,79,아연과그제품,0,0,11,726,-726,아연
2003,광주광역시,80,주석과그제품,10,86,48,1949,-1863,주석
2003,광주광역시,81,그밖의비금속(卑金屬)서멧(cermet)이들의제품,3,13,86,334,-321,기타_비금속
