지역명,연도,연월,수출_금액증감률,수출_중량증감률,수출액_백만불,수출중량_천톤,수출단가_USD_kg,수입_금액증감률,수입_중량증감률,수입액_백만불,수입중량_천톤,수입단가_USD_kg,수지_금액,수지_중량,중량비_수입대수출
서울,2010,2010-01-01,57.2,38.8,3086.619,654.413646,4.716617721629845,43.3,36.8,7259.017,3961.599573,1.8323449571918662,-4172.398,-3307.185927,6.0536628433937025
서울,2010,2010-02-01,35.1,12.6,3001.403,614.851483,4.881508922049717,41.8,39.5,7291.492,4097.52807,1.7794855521270414,-4290.089,-3482.676587,6.664256626668981
서울,2010,2010-03-01,43.0,29.2,3617.426,761.021507,4.753382088057072,58.5,45.9,8804.499,4324.072232,2.0361590943932226,-5187.073,-3563.050725,5.681931709191499
서울,2010,2010-04-01,44.8,23.0,3732.606,752.107164,4.9628645739106405,42.5,43.5,8958.504,5233.771565,1.7116727179895557,-5225.898,-4481.664401,6.958810945457236
서울,2010,2010-05-01,76.2,36.1,3905.238,746.425596,5.231918654622342,54.8,47.7,8546.934,4454.344102,1.918786201578461,-4641.696,-3707.918506,5.967566125639668
서울,2010,2010-06-01,68.4,32.3,4195.37,754.83639,5.557985883536961,45.6,28.4,8743.232,4404.211684,1.9851979485371167,-4547.862,-3649.375294,5.834657340778178
서울,2010,2010-07-01,27.6,-4.8,3920.543,739.576509,5.301064801667463,36.1,23.0,8960.93,4737.010161,1.8916847748767158,-5040.387,-3997.433652,6.405030586227016
서울,2010,2010-08-01,35.7,17.8,3763.741,726.811122,5.178430662485102,33.5,19.4,8643.602,4035.376526,2.141956752810828,-4879.861,-3308.565404,5.552166723722755
서울,2010,2010-09-01,16.2,12.3,3691.092,725.11908,5.090325302155889,25.8,24.1,8903.349,4231.903626,2.1038638369029816,-5212.257,-3506.784546,5.836149872101007
서울,2010,2010-10-01,31.9,20.1,4161.225,798.066869,5.214130747231909,31.3,15.3,8773.891,4127.595542,2.1256663621040417,-4612.666,-3329.528673,5.171992100326119
서울,2010,2010-11-01,21.7,-2.6,4052.102,715.327543,5.664680522444248,39.7,10.1,9506.371,4195.920392,2.265622345487054,-5454.269,-3480.592849,5.86573302406727
서울,2010,2010-12-01,18.5,13.4,4220.855,883.377958,4.778085033450654,33.0,12.8,9671.272,4420.341524,2.1879015337367855,-5450.417,-3536.963566,5.003907425998963
서울,2011,2011-01-01,23.5,12.5,3812.331,736.479644,5.1764241293816395,32.4,17.1,9613.824,4640.787326,2.071593314810738,-5801.493,-3904.307682,6.301311059725637
서울,2011,2011-02-01,20.7,8.3,3621.551,666.066849,5.437218509579359,19.6,9.3,8723.02,4478.792541,1.9476276072506749,-5101.469,-3812.725692,6.724238787329288
서울,2011,2011-03-01,26.8,8.7,4587.352,827.549591,5.543295592058362,25.0,6.5,11006.919,4603.67002,2.390900944720621,-6419.567,-3776.120429,5.5630140719868955
서울,2011,2011-04-01,28.5,8.4,4795.531,815.464997,5.880731874013226,11.6,-15.9,9996.008,4399.636098,2.2720079064139,-5200.477,-3584.171101,5.395248249999381
서울,2011,2011-05-01,19.3,29.7,4657.768,968.204275,4.810728603733959,28.5,8.5,10984.435,4833.65664,2.2724897149500465,-6326.667,-3865.452365,4.992393407889053
서울,2011,2011-06-01,14.5,14.7,4804.811,865.465594,5.55170654190096,22.5,-5.4,10708.878,4164.66448,2.5713663252891865,-5904.067,-3299.198886,4.812050887836912
서울,2011,2011-07-01,29.1,34.0,5063.328,990.972524,5.109453468560547,17.6,-2.7,10533.955,4610.82073,2.2846160405806972,-5470.627,-3619.848206,4.6528239868737264
서울,2011,2011-08-01,27.9,17.4,4813.123,853.328218,5.6404123272529585,31.8,15.0,11392.07,4639.336676,2.45553853828564,-6578.947,-3786.008458,5.436755257986793
서울,2011,2011-09-01,35.2,22.4,4990.829,887.768546,5.621768221556253,18.1,4.5,10517.212,4422.205193,2.3782731784241746,-5526.383,-3534.436647,4.981259150174938
서울,2011,2011-10-01,15.8,5.8,4820.176,844.510169,5.707658921037812,9.4,3.2,9600.554,4261.114135,2.2530619213277654,-4780.378,-3416.603966,5.045663499879065
서울,2011,2011-11-01,22.2,24.2,4953.576,888.259054,5.576724467589835,8.0,11.4,10265.686,4674.250482,2.196220771550856,-5312.11,-3785.991428,5.262260441873301
서울,2011,2011-12-01,20.4,7.3,5082.139,947.966235,5.361097064812651,1.6,4.2,9821.702,4606.256202,2.1322526514559685,-4739.563,-3658.289967,4.859093111053687
서울,2012,2012-01-01,8.6,14.2,4139.187,840.764572,4.923122521865729,0.3,3.0,9641.781,4779.078475,2.0174979445174315,-5502.594,-3938.313903,5.684205346131069
서울,2012,2012-02-01,31.5,45.8,4760.862,971.41265,4.900967678359963,13.7,2.2,9915.636,4577.402554,2.166214547010977,-5154.774,-3605.989904,4.71210927096739
서울,2012,2012-03-01,9.4,16.8,5019.163,966.610102,5.19254142866386,-4.5,18.4,10516.434,5448.931538,1.9299992900736644,-5497.271,-4482.321436,5.637155588096678
서울,2012,2012-04-01,0.4,19.5,4813.0,974.395911,4.93947064603394,3.3,28.0,10326.264,5629.715279,1.8342426727190086,-5513.264,-4655.319368,5.777646658248343
서울,2012,2012-05-01,6.4,-0.9,4955.868,959.375594,5.165722404232851,-10.3,10.5,9851.984,5340.162673,1.8448846230493847,-4896.116,-4380.787079,5.566289893549241
서울,2012,2012-06-01,2.2,10.9,4909.991,959.754787,5.115880708808593,-8.2,20.2,9826.243,5006.952042,1.9625198958516408,-4916.252,-4047.197255,5.216907599545007
서울,2012,2012-07-01,2.8,2.9,5207.518,1019.327813,5.108776522710266,-7.9,25.4,9704.775,5780.49017,1.6788844396564384,-4497.257,-4761.162357,5.670884377212613
서울,2012,2012-08-01,1.7,7.0,4896.519,913.247976,5.361653273458774,-15.4,21.0,9639.118,5612.687548,1.717380117379732,-4742.599,-4699.439572,6.145852709779233
서울,2012,2012-09-01,3.3,20.1,5157.144,1066.062501,4.837562521111509,-3.3,34.1,10166.886,5931.583375,1.7140256415935484,-5009.742,-4865.520874,5.5640108993947255
서울,2012,2012-10-01,2.1,18.1,4919.063,997.262944,4.932563703078895,7.8,34.0,10351.356,5707.765165,1.8135567425714159,-5432.293,-4710.502221,5.723430514831202
서울,2012,2012-11-01,2.9,7.2,5098.357,952.639279,5.351823205685811,1.7,26.3,10441.131,5904.467539,1.768344212417898,-5342.774,-4951.82826,6.198009749501416
서울,2012,2012-12-01,-4.9,-0.3,4832.577,945.306596,5.112179498639614,6.4,15.8,10451.461,5333.867365,1.9594527356605913,-5618.884,-4388.560769,5.642473444668528
서울,2013,2013-01-01,19.3,19.5,4937.459,1005.006728,4.912861638076516,14.6,23.6,11051.414,5905.490207,1.871379616699786,-6113.955,-4900.483479,5.876070321192914
서울,2013,2013-02-01,-5.9,-8.2,4479.281,891.291685,5.025606179642526,-7.3,17.2,9188.689,5366.993678,1.71207375139375,-4709.408,-4475.701993,6.0215906513253294
서울,2013,2013-03-01,1.5,6.5,5096.751,1029.291953,4.951705864545898,2.6,3.9,10788.54,5658.961578,1.9064522441611813,-5691.789,-4629.669625,5.497916855860234
서울,2013,2013-04-01,8.3,4.7,5214.049,1019.953871,5.112043934779086,5.9,3.6,10935.602,5831.881839,1.8751412154597324,-5721.553,-4811.927968,5.7177897989467015
서울,2013,2013-05-01,8.3,13.1,5369.179,1084.793858,4.949492440802518,1.8,13.6,10028.162,6065.469595,1.6533199685423532,-4658.983,-4980.675737,5.591356874183187
서울,2013,2013-06-01,-4.4,-2.8,4696.213,932.596254,5.035633565819577,-3.4,6.9,9494.846,5351.618921,1.7742006933157712,-4798.633,-4419.022667,5.738409196955663
서울,2013,2013-07-01,1.9,14.8,5308.294,1169.792698,4.537807432954245,14.1,-3.5,11070.568,5576.300235,1.985289086573008,-5762.274,-4406.507537,4.7669131843050705
서울,2013,2013-08-01,2.5,22.4,5018.446,1118.193419,4.487994576544722,11.5,13.0,10751.28,6342.478314,1.695122863292773,-5732.834,-5224.284895,5.6720762313840805
서울,2013,2013-09-01,-6.7,-2.6,4812.882,1037.910767,4.63708649435371,5.0,-11.0,10674.737,5281.370147,2.021205994445138,-5861.855,-4243.45938,5.088462625997597
서울,2013,2013-10-01,7.8,19.2,5303.305,1188.917836,4.4606152245494615,17.0,-0.4,12108.066,5685.18074,2.129759202695111,-6804.761,-4496.262904,4.781811297513413
서울,2013,2013-11-01,-3.2,21.4,4934.166,1156.598717,4.266100184511964,6.0,1.6,11063.472,5997.050865,1.8448187699338447,-6129.306,-4840.452148,5.185074803260394
서울,2013,2013-12-01,6.5,27.3,5145.645,1203.570091,4.275318104427705,9.9,2.4,11484.35,5462.785294,2.1022883715773584,-6338.705,-4259.215203,4.538817751329448
서울,2014,2014-01-01,-1.6,12.8,4856.136,1133.410797,4.284533033259961,-0.4,10.1,11009.684,6499.80968,1.693847134305631,-6153.548,-5366.398883,5.734734217464844
서울,2014,2014-02-01,5.7,40.4,4735.082,1250.991614,3.7850629428759706,15.1,-2.0,10578.52,5261.339103,2.010613608609291,-5843.438,-4010.347489,4.205734909906439
서울,2014,2014-03-01,3.9,23.1,5295.628,1266.822107,4.18024596408468,11.4,6.4,12014.266,6019.350062,1.9959407371645899,-6718.638,-4752.527955,4.751535380334186
서울,2014,2014-04-01,7.7,32.0,5613.678,1346.21845,4.169960677629994,9.7,-15.0,11998.296,4958.370667,2.4198061834815223,-6384.618,-3612.152217,3.6831843056377664
서울,2014,2014-05-01,0.8,12.5,5412.832,1219.865836,4.437235505954443,13.0,-19.6,11329.503,4879.038712,2.3220768820987376,-5916.671,-3659.172876,3.999651902703176
서울,2014,2014-06-01,12.5,32.7,5281.105,1237.16612,4.2687113028927754,23.3,9.6,11703.512,5864.899647,1.9955178612453417,-6422.407,-4627.733527,4.740591867323364
서울,2014,2014-07-01,6.4,9.7,5648.736,1283.462158,4.401170665446297,17.2,16.4,12970.601,6493.266948,1.997546243496903,-7321.865,-5209.80479,5.059180675898042
서울,2014,2014-08-01,-1.2,-2.1,4959.287,1095.269432,4.527915100254528,2.0,-15.0,10967.484,5392.077975,2.0339995175978514,-6008.197,-4296.808543,4.923060771589214
서울,2014,2014-09-01,8.6,13.1,5228.099,1173.962439,4.453378427041821,15.1,16.9,12283.602,6173.179728,1.989833852444738,-7055.503,-4999.217289,5.25841332134818
서울,2014,2014-10-01,1.1,8.3,5364.098,1287.155617,4.167404414162612,0.5,6.6,12163.108,6058.112538,2.007738866471351,-6799.01,-4770.956921,4.706589054181162
서울,2014,2014-11-01,-2.1,4.0,4829.713,1203.149143,4.014226355975554,2.1,-4.4,11291.102,5734.182615,1.9690865739894123,-6461.389,-4531.033472,4.765978223366444
서울,2014,2014-12-01,-0.8,5.6,5104.916,1270.370457,4.018446723056942,5.9,12.0,12162.858,6120.620986,1.9871934608956687,-7057.942,-4850.250529,4.817981205619299
서울,2015,2015-01-01,-1.9,36.7,4765.699,1548.814917,3.0769970948052277,14.9,44.1,12644.851,9366.810605,1.3499633475294337,-7879.152,-7817.995688,6.047727525212104
서울,2015,2015-02-01,-13.9,7.9,4075.786,1349.836473,3.019466492071888,6.7,76.4,11287.505,9278.486756,1.2165243424743646,-7211.719,-7928.650283,6.873785781901894
서울,2015,2015-03-01,-8.6,16.7,4839.523,1478.325849,3.273651071767196,4.8,46.2,12590.287,8798.475685,1.4309622996929383,-7750.764,-7320.149836,5.951648407522367
서울,2015,2015-04-01,-10.2,34.2,5042.771,1806.944308,2.7907727856768014,3.9,91.6,12461.931,9498.672125,1.311965592243242,-7419.16,-7691.727817,5.256759758973158
서울,2015,2015-05-01,-11.9,40.9,4770.89,1719.189242,2.7750813484906627,8.0,102.1,12241.148,9858.570339,1.2416757784416919,-7470.258,-8139.381097,5.734429984875394
서울,2015,2015-06-01,-4.7,35.8,5032.555,1680.244701,2.9951321953313514,6.6,45.5,12474.125,8532.393713,1.4619725037997668,-7441.57,-6852.149012,5.078066134011275
서울,2015,2015-07-01,-5.6,16.6,5334.696,1496.971859,3.5636581729489945,1.2,55.3,13126.649,10086.772537,1.3013725601374686,-7791.953,-8589.800678,6.738117671589443
서울,2015,2015-08-01,-2.6,17.8,4829.154,1290.734587,3.741399702648551,2.3,73.6,11224.553,9358.732838,1.1993667512789834,-6395.399,-8067.998251,7.250702764347633
서울,2015,2015-09-01,6.4,27.6,5560.47,1497.55863,3.7130232423688145,-9.3,31.4,11146.901,8114.628458,1.3736797756908465,-5586.431,-6617.069828,5.41857146387651
서울,2015,2015-10-01,7.2,6.8,5752.203,1374.323263,4.1854803413889385,-11.4,-0.6,10779.902,6022.638612,1.7898968698738187,-5027.699,-4648.315349,4.382257634825469
서울,2015,2015-11-01,4.0,7.3,5022.352,1291.078862,3.890042775713882,-8.4,27.4,10342.994,7307.684906,1.4153585072486978,-5320.642,-6016.606044,5.660138292931017
서울,2015,2015-12-01,2.8,12.3,5247.389,1426.83685,3.677637706090924,-14.9,42.2,10346.98,8704.886735,1.1886403941819927,-5099.591,-7278.049885,6.100828370811982
서울,2016,2016-01-01,-9.1,-19.9,4332.138,1240.403784,3.4925223994640766,-23.8,-20.2,9639.791,7471.506604,1.2902071176433374,-5307.653,-6231.10282,6.023447122924933
서울,2016,2016-02-01,7.0,4.6,4361.708,1411.950584,3.0891364396361904,-22.5,-12.3,8749.293,8141.301946,1.0746798310678944,-4387.585,-6729.351362,5.765996372858896
서울,2016,2016-03-01,5.3,2.5,5095.367,1515.934442,3.3612053785634615,-19.7,-3.2,10109.035,8514.902367,1.1872167835039604,-5013.668,-6998.967925,5.616933114710511
서울,2016,2016-04-01,4.3,-10.4,5257.316,1619.54687,3.246164774471763,-20.8,-15.7,9865.135,8010.011007,1.2316006796218875,-4607.819,-6390.464137,4.945834637684799
서울,2016,2016-05-01,3.7,-19.2,4945.873,1389.381437,3.5597661436151746,-11.3,-10.4,10856.245,8829.526261,1.2295387860107527,-5910.372,-7440.144824,6.355005202937658
서울,2016,2016-06-01,-9.1,-6.5,4574.164,1570.5099,2.912534330410779,-8.6,-4.5,11407.08,8150.455475,1.3995635010815146,-6832.916,-6579.945575,5.189687422537101
서울,2016,2016-07-01,-23.4,-5.1,4088.602,1419.906892,2.879485988155905,-19.4,-16.6,10584.769,8410.970469,1.2584480041883261,-6496.167,-6991.063577,5.923607045214624
서울,2016,2016-08-01,-19.7,3.6,3875.722,1337.14975,2.8984951012405307,-1.3,-15.1,11082.559,7942.632877,1.3953256019288627,-7206.837,-6605.483127,5.93997259992757
서울,2016,2016-09-01,-24.4,2.6,4204.946,1536.619878,2.7364906963672637,-1.3,6.8,11003.61,8666.714808,1.2696402551336843,-6798.664,-7130.09493,5.640116291662342
서울,2016,2016-10-01,-30.1,-1.1,4019.604,1359.540769,2.9565895276215874,9.3,32.6,11780.31,7983.766884,1.475532811912197,-7760.706,-6624.226115,5.8723997588335655
서울,2016,2016-11-01,-15.3,12.8,4253.843,1456.338412,2.9209165705916984,11.8,11.0,11559.409,8109.623979,1.4253939553712074,-7305.566,-6653.285567,5.568502425108045
서울,2016,2016-12-01,-15.8,4.0,4418.47,1483.671611,2.9780646655508463,15.0,-0.8,11893.929,8638.913447,1.3767852951612052,-7475.459,-7155.241836,5.82265872242264
서울,2017,2017-01-01,-11.6,14.5,3827.788,1419.825536,2.6959565826543916,21.6,14.1,11722.164,8524.862262,1.3750561170063864,-7894.376,-7105.036726,6.004161811328347
서울,2017,2017-02-01,-0.5,2.4,4339.279,1445.757809,3.0013872122893024,29.5,3.4,11328.968,8419.400026,1.3455790157273613,-6989.689,-6973.642217,5.8235203528477015
서울,2017,2017-03-01,-4.8,5.2,4852.429,1595.002817,3.042269862022444,28.1,8.1,12947.13,9206.323868,1.4063300602537525,-8094.701,-7611.321051,5.771979691744958
서울,2017,2017-04-01,-14.5,-1.7,4497.584,1591.683633,2.825677104892364,21.0,6.1,11938.648,8498.594552,1.4047790992912401,-7441.064,-6906.910919,5.339374217212925
서울,2017,2017-05-01,-12.0,7.9,4350.857,1498.454074,2.903563796510456,5.7,-5.7,11472.555,8328.883577,1.3774421138123685,-7121.698,-6830.429503,5.55831754974427
서울,2017,2017-06-01,7.3,5.9,4905.796,1662.82236,2.9502826748132014,0.3,-6.6,11440.492,7609.180519,1.5035117081837233,-6534.696,-5946.358159,4.576063385989109
서울,2017,2017-07-01,19.3,17.9,4876.388,1674.070885,2.9128921861633117,13.3,0.6,11997.099,8465.547831,1.4171674697847443,-7120.711,-6791.476946,5.056863426066932
서울,2017,2017-08-01,36.9,38.1,5306.708,1847.176188,2.8728759251415816,15.4,13.2,12788.003,8994.490605,1.4217595594453345,-7481.295,-7147.314417,4.869319268747525
서울,2017,2017-09-01,32.8,29.5,5585.772,1989.925866,2.807025173871477,14.2,4.8,12566.201,9081.943404,1.38364669773932,-6980.429,-7092.017538,4.563960677719036
서울,2017,2017-10-01,0.7,-1.2,4046.946,1343.205726,3.0129010930079967,2.6,-4.0,12086.126,7666.978671,1.5763870644006386,-8039.18,-6323.772945,5.70797050860696
서울,2017,2017-11-01,26.7,26.3,5390.739,1838.992403,2.931354687059031,18.0,9.3,13638.279,8861.148373,1.5391096532765394,-8247.54,-7022.15597,4.818480140833948
서울,2017,2017-12-01,22.3,42.5,5405.597,2114.53318,2.5564020707397934,13.9,-1.0,13541.723,8555.948494,1.5827261009689757,-8136.126,-6441.415314,4.046258803089579
서울,2018,2018-01-01,31.3,26.3,5024.303,1793.454895,2.8014660496939903,21.3,6.8,14213.959,9104.665118,1.5611731805378413,-9189.656,-7311.210223,5.076606689905073
서울,2018,2018-02-01,7.5,9.1,4662.726,1576.675699,2.9573145593334855,10.7,2.3,12537.748,8609.197436,1.456320184686725,-7875.022,-7032.521737,5.460347642486243
서울,2018,2018-03-01,15.3,15.2,5596.951,1836.996691,3.0467942742744984,7.2,-13.5,13882.801,7960.922166,1.743868450226976,-8285.85,-6123.925475,4.333661679959989
서울,2018,2018-04-01,20.1,1.5,5402.659,1615.848441,3.3435431584514554,7.4,-8.2,12818.7,7798.816007,1.6436725765160112,-7416.041,-6182.967566,4.8264526604819125
서울,2018,2018-05-01,27.1,22.6,5529.743,1836.651327,3.0107745104958616,18.5,5.9,13600.518,8821.93306,1.541670958904329,-8070.775,-6985.281733,4.803270457659381
서울,2018,2018-06-01,12.5,1.5,5518.675,1687.371017,3.270575910336381,19.0,11.4,13617.404,8473.202171,1.6071142556478015,-8098.729,-6785.831154,5.021540660372739
서울,2018,2018-07-01,13.4,3.9,5532.239,1738.668804,3.181882016444116,17.6,1.6,14103.463,8599.978003,1.6399417527672948,-8571.224,-6861.309199,4.946300286296504
서울,2018,2018-08-01,5.1,-5.4,5579.947,1746.522655,3.1948895618534077,8.3,-2.8,13854.693,8741.922842,1.5848564727014094,-8274.746,-6995.400187,5.0053303442548245
서울,2018,2018-09-01,-5.9,-19.0,5254.701,1611.596664,3.2605558930345366,0.4,-12.7,12619.54,7932.354968,1.5908945137867159,-7364.839,-6320.758304,4.922047274726799
서울,2018,2018-10-01,42.7,32.3,5773.171,1776.810624,3.2491763173968957,27.5,18.7,15405.917,9102.386036,1.6925141319066772,-9632.746,-7325.575412,5.122879114437353
서울,2018,2018-11-01,3.8,-2.1,5596.488,1799.522716,3.109984636615168,1.3,-8.4,13813.41,8116.973947,1.701793068475399,-8216.922,-6317.451231,4.510625998121604
서울,2018,2018-12-01,-4.8,-20.8,5146.381,1675.504884,3.071540434853188,-1.6,0.0,13324.757,8552.552727,1.5579859517187633,-8178.376,-6877.047843,5.104463024054068
서울,2019,2019-01-01,3.1,-0.4,5182.543,1786.79858,2.900462905001861,-3.6,-1.1,13698.248,9002.066966,1.5216780825711533,-8515.705,-7215.268386,5.038098343462977
서울,2019,2019-02-01,-9.1,-6.8,4239.179,1468.845265,2.886062338227301,-13.3,-6.3,10876.02,8067.479584,1.348131084405853,-6636.841,-6598.634319,5.492395813387464
서울,2019,2019-03-01,-10.3,-14.4,5021.728,1572.073758,3.1943335829157706,-1.0,6.6,13744.992,8482.954037,1.6203072585385505,-8723.264,-6910.880279,5.396028013209797
서울,2019,2019-04-01,-9.3,-1.5,4900.888,1591.979947,3.078486013115591,6.9,11.7,13702.278,8711.133223,1.572961594000409,-8801.39,-7119.153276,5.471886275587615
서울,2019,2019-05-01,-10.3,-19.9,4959.791,1471.406524,3.370782254326881,-1.5,-2.6,13390.36,8594.113428,1.5580850907056472,-8430.569,-7122.706904,5.840747127202489
서울,2019,2019-06-01,-19.3,-20.0,4451.067,1350.232543,3.2965188278683044,-11.5,-10.0,12052.948,7623.911168,1.5809402463384001,-7601.881,-6273.678625,5.646368995862663
서울,2019,2019-07-01,-9.6,-2.2,4998.672,1700.467734,2.9395865032038295,-1.7,-0.6,13857.156,8547.326984,1.621226849743742,-8858.484,-6846.85925,5.026456434956383
서울,2019,2019-08-01,-17.9,-10.4,4579.328,1564.744084,2.9265667445718875,-2.8,-3.3,13459.843,8457.010317,1.591560432762329,-8880.515,-6892.266233,5.404724263523721
서울,2019,2019-09-01,-12.5,-4.5,4597.624,1539.843686,2.985773193604536,0.3,2.4,12661.07,8120.096007,1.559226638340903,-8063.446,-6580.252321,5.27332487110643
서울,2019,2019-10-01,-12.6,-1.0,5047.095,1758.978922,2.8693322795825975,-14.8,-18.9,13121.045,7382.143146,1.7774032202436514,-8073.95,-5623.164224,4.196834341599916
서울,2019,2019-11-01,-18.0,-10.7,4591.558,1606.899682,2.8574017727635597,-7.7,4.3,12749.374,8469.642588,1.5053024808937783,-8157.816,-6862.742906,5.270797351492662
서울,2019,2019-12-01,-6.5,3.4,4809.529,1731.800315,2.777184504669639,5.7,9.6,14085.698,9370.776803,1.5031515845613295,-9276.169,-7638.976488,5.411003059553087
서울,2020,2020-01-01,-17.2,-11.9,4288.846,1574.02224,2.724768361595704,-2.8,2.9,13311.618,9259.916647,1.4375526808130241,-9022.772,-7685.894407,5.882964301063497
서울,2020,2020-02-01,11.9,16.3,4744.93,1708.971351,2.7764830564441687,4.7,7.1,11382.166,8637.232447,1.3178024407521194,-6637.236,-6928.261096,5.054053388282926
서울,2020,2020-03-01,-6.0,1.3,4721.263,1591.799266,2.965991441787736,-5.3,-1.9,13010.83,8319.386585,1.5639169867954874,-8289.567,-6727.587319,5.226404335457207
서울,2020,2020-04-01,-29.3,-8.8,3464.221,1452.347943,2.385255555803132,-12.8,-0.2,11945.155,8695.456898,1.3737236743416492,-8480.934,-7243.108955,5.987171972054083
서울,2020,2020-05-01,-39.6,-20.1,2995.311,1175.6367,2.547820257737786,-20.8,-4.4,10607.186,8213.142278,1.2914893765340905,-7611.875,-7037.505578,6.9861227350252
서울,2020,2020-06-01,-14.6,15.7,3800.924,1562.335288,2.4328478203073143,-6.4,1.5,11280.657,7741.196767,1.4572239073018256,-7479.733,-6178.861479,4.954888253794598
서울,2020,2020-07-01,-8.5,-1.5,4572.885,1675.763753,2.728836324221413,-14.8,-6.9,11813.121,7955.109374,1.4849727947939084,-7240.236,-6279.345621,4.7471544600236975
서울,2020,2020-08-01,-7.0,-16.7,4258.746,1302.775652,3.268978809560988,-12.6,-12.7,11763.359,7381.358028,1.593657827648731,-7504.613,-6078.582376,5.665870418032651
서울,2020,2020-09-01,12.7,18.8,5181.66,1829.3915,2.832450025049313,0.3,4.7,12693.598,8500.468894,1.493282095174737,-7511.938,-6671.077394,4.646610030712398
서울,2020,2020-10-01,-4.5,-13.1,4819.469,1527.984914,3.1541338895705877,-3.5,-0.6,12659.755,7338.452164,1.7251260507092405,-7840.286,-5810.46725,4.802699357017343
서울,2020,2020-11-01,10.1,-13.9,5057.592,1383.552497,3.655511454004481,5.0,-15.2,13389.796,7184.58736,1.863683372346105,-8332.204,-5801.034863,5.192854897503755
서울,2020,2020-12-01,12.8,-9.1,5425.755,1574.480813,3.446059777420736,-0.3,-18.2,14036.578,7664.255358,1.8314340199206083,-8610.823,-6089.774545,4.8677985115592515
서울,2021,2021-01-01,21.9,0.0,5226.558,1573.558896,3.3214886416301,4.8,-13.0,13955.801,8058.08972,1.7318994308740459,-8729.243,-6484.530824,5.1209330267101745
서울,2021,2021-02-01,4.8,-11.2,4972.221,1518.168842,3.275143622003013,14.1,-16.1,12985.353,7249.543652,1.7911959184379294,-8013.132,-5731.37481,4.77518932772301
서울,2021,2021-03-01,28.0,5.0,6045.1,1671.401927,3.6167841512845165,20.7,-0.6,15703.93,8267.24592,1.8995358492976824,-9658.83,-6595.843993,4.946294357120243
서울,2021,2021-04-01,76.1,19.9,6101.864,1740.716625,3.50537469015096,33.0,2.8,15890.461,8934.975621,1.7784559996618707,-9788.597,-7194.258996,5.132929445652879
서울,2021,2021-05-01,87.8,29.9,5624.254,1527.305572,3.682468068675389,42.0,-3.5,15057.835,7922.142853,1.9007275278175295,-9433.581,-6394.837281,5.187005795196562
서울,2021,2021-06-01,55.6,0.4,5914.267,1568.107808,3.7715946377074605,34.2,8.6,15133.333,8404.762261,1.8005664562604098,-9219.066,-6836.654453,5.359811499006323
서울,2021,2021-07-01,24.8,7.2,5708.337,1796.612474,3.1772778396060497,38.3,18.2,16334.966,9401.086663,1.7375614740676495,-10626.629,-7604.474189,5.232673600483974
서울,2021,2021-08-01,28.8,37.8,5484.784,1794.845114,3.055853654010616,35.2,14.5,15904.508,8450.222766,1.88214067728401,-10419.724,-6655.377652,4.708051240793583
서울,2021,2021-09-01,12.0,-16.5,5805.184,1527.944633,3.7993418574349613,25.7,5.5,15955.151,8965.777544,1.7795613288082714,-10149.967,-7437.832911,5.86786808262574
서울,2021,2021-10-01,18.7,13.7,5721.965,1738.024464,3.2922235092313406,32.1,16.2,16726.511,8525.747517,1.9618820480723838,-11004.546,-6787.723053,4.90542434447574
서울,2021,2021-11-01,15.8,22.1,5858.548,1688.805955,3.4690474548924715,28.4,21.6,17198.119,8738.513346,1.9680829357401315,-11339.571,-7049.707391,5.174373835033048
서울,2021,2021-12-01,12.0,8.1,6075.165,1702.354533,3.568683774286399,31.6,18.9,18469.141,9114.777189,2.0262855160397275,-12393.976,-7412.422656,5.354217944799869
서울,2022,2022-01-01,12.5,12.2,5877.292,1765.336536,3.32927568208445,26.2,23.6,17613.692,9959.322379,1.7685632947418017,-11736.4,-8193.985843,5.641599873963068
서울,2022,2022-02-01,8.8,2.7,5411.191,1559.542166,3.469730487556436,24.5,22.7,16171.231,8896.877558,1.817629937534541,-10760.04,-7337.335392,5.704800903728819
서울,2022,2022-03-01,0.5,8.7,6078.21,1817.596093,3.3440927956484114,18.9,12.5,18664.8,9297.638949,2.007477393172756,-12586.59,-7480.042856,5.115349325852672
서울,2022,2022-04-01,-5.7,-7.2,5756.57,1614.682156,3.565141274776062,14.7,-5.1,18226.575,8477.71374,2.149939896413629,-12470.005,-6863.031584,5.25039166903384
서울,2022,2022-05-01,8.7,20.3,6115.56,1837.634719,3.3279519247045743,23.7,11.0,18620.477,8794.355655,2.117321351384441,-12504.917,-6956.720936,4.785693023794028
서울,2022,2022-06-01,-0.9,8.1,5860.977,1695.052181,3.4576970937510034,14.8,-11.7,17366.536,7419.541175,2.340648240960803,-11505.559,-5724.488994,4.377175675277928
서울,2022,2022-07-01,2.6,-8.2,5855.137,1649.053133,3.5506054249132553,15.0,4.6,18779.608,9836.567293,1.9091627638601263,-12924.471,-8187.51416,5.964978990764878
서울,2022,2022-08-01,-9.8,-14.7,4947.679,1531.692997,3.2302027950056624,20.5,4.9,19168.668,8860.118799,2.1634775373625326,-14220.989,-7328.425802,5.78452654438819
서울,2022,2022-09-01,-3.0,5.4,5633.736,1611.169829,3.4966742168308067,9.3,-6.3,17436.476,8401.755861,2.0753371424344937,-11802.74,-6790.586032,5.214692895667425
