행정구역별,산업별,산업코드,연도,지표,단위,값,지수
대 전,"전문, 과학 및 기술 서비스업",70~73,2024,사업체수,개,6385,109.97
대 전,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2024,사업체수,개,4008,101.37
대 전,"공공행정, 국방 및 사회보장 행정",84,2024,사업체수,개,284,97.26
대 전,교육 서비스업,85,2024,사업체수,개,8329,112.83
대 전,보건업 및 사회복지 서비스업,86~87,2024,사업체수,개,5239,101.91
대 전,"예술, 스포츠 및 여가관련 서비스업",90~91,2024,사업체수,개,4606,108.38
대 전,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2024,사업체수,개,16897,112.19
울 산,전체 산업,0,2024,사업체수,개,116775,101.18
울 산,"농업, 임업 및 어업",01~03,2024,사업체수,개,114,112.87
울 산,광업,05~08,2024,사업체수,개,12,75.0
울 산,제조업,10~34,2024,사업체수,개,8836,88.14
울 산,"전기, 가스, 증기 및 공기조절 공급업",35,2024,사업체수,개,422,159.85
울 산,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2024,사업체수,개,314,100.0
울 산,건설업,41~42,2024,사업체수,개,10309,103.83
울 산,도매 및 소매업,45~47,2024,사업체수,개,26241,100.92
울 산,운수 및 창고업,49~52,2024,사업체수,개,13117,103.93
울 산,숙박 및 음식점업,55~56,2024,사업체수,개,19754,96.27
울 산,정보통신업,58~63,2024,사업체수,개,953,123.29
울 산,금융 및 보험업,64~66,2024,사업체수,개,1102,98.13
울 산,부동산업,68,2024,사업체수,개,4626,94.18
울 산,"전문, 과학 및 기술 서비스업",70~73,2024,사업체수,개,3432,108.75
울 산,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2024,사업체수,개,2463,91.46
울 산,"공공행정, 국방 및 사회보장 행정",84,2024,사업체수,개,222,100.45
울 산,교육 서비스업,85,2024,사업체수,개,6400,108.29
울 산,보건업 및 사회복지 서비스업,86~87,2024,사업체수,개,3164,101.87
울 산,"예술, 스포츠 및 여가관련 서비스업",90~91,2024,사업체수,개,3326,105.82
울 산,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2024,사업체수,개,11968,113.13
세 종,전체 산업,0,2024,사업체수,개,36117,118.5
세 종,"농업, 임업 및 어업",01~03,2024,사업체수,개,85,97.7
세 종,광업,05~08,2024,사업체수,개,9,112.5
세 종,제조업,10~34,2024,사업체수,개,1830,99.4
세 종,"전기, 가스, 증기 및 공기조절 공급업",35,2024,사업체수,개,536,154.47
세 종,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2024,사업체수,개,105,103.96
세 종,건설업,41~42,2024,사업체수,개,2320,104.79
세 종,도매 및 소매업,45~47,2024,사업체수,개,8105,128.45
세 종,운수 및 창고업,49~52,2024,사업체수,개,2682,120.27
세 종,숙박 및 음식점업,55~56,2024,사업체수,개,4801,104.76
세 종,정보통신업,58~63,2024,사업체수,개,1093,154.38
세 종,금융 및 보험업,64~66,2024,사업체수,개,301,118.04
세 종,부동산업,68,2024,사업체수,개,2584,94.13
세 종,"전문, 과학 및 기술 서비스업",70~73,2024,사업체수,개,1592,128.7
세 종,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2024,사업체수,개,898,114.83
세 종,"공공행정, 국방 및 사회보장 행정",84,2024,사업체수,개,183,110.91
세 종,교육 서비스업,85,2024,사업체수,개,3528,133.59
세 종,보건업 및 사회복지 서비스업,86~87,2024,사업체수,개,1160,114.17
세 종,"예술, 스포츠 및 여가관련 서비스업",90~91,2024,사업체수,개,1024,117.7
세 종,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2024,사업체수,개,3281,140.33
경 기,전체 산업,0,2024,사업체수,개,1604724,108.35
경 기,"농업, 임업 및 어업",01~03,2024,사업체수,개,1524,92.42
경 기,광업,05~08,2024,사업체수,개,100,86.21
경 기,제조업,10~34,2024,사업체수,개,162358,88.03
경 기,"전기, 가스, 증기 및 공기조절 공급업",35,2024,사업체수,개,10613,174.27
경 기,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2024,사업체수,개,3712,104.92
경 기,건설업,41~42,2024,사업체수,개,119667,105.08
경 기,도매 및 소매업,45~47,2024,사업체수,개,432142,114.81
경 기,운수 및 창고업,49~52,2024,사업체수,개,176300,113.15
경 기,숙박 및 음식점업,55~56,2024,사업체수,개,183032,100.98
경 기,정보통신업,58~63,2024,사업체수,개,44056,139.76
경 기,금융 및 보험업,64~66,2024,사업체수,개,10970,106.95
경 기,부동산업,68,2024,사업체수,개,78464,97.99
경 기,"전문, 과학 및 기술 서비스업",70~73,2024,사업체수,개,65586,123.61
경 기,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2024,사업체수,개,35554,98.41
경 기,"공공행정, 국방 및 사회보장 행정",84,2024,사업체수,개,2058,102.69
경 기,교육 서비스업,85,2024,사업체수,개,76624,118.6
경 기,보건업 및 사회복지 서비스업,86~87,2024,사업체수,개,40215,105.1
경 기,"예술, 스포츠 및 여가관련 서비스업",90~91,2024,사업체수,개,39702,111.02
경 기,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2024,사업체수,개,122047,114.92
강 원,전체 산업,0,2024,사업체수,개,214203,106.91
강 원,"농업, 임업 및 어업",01~03,2024,사업체수,개,855,88.69
강 원,광업,05~08,2024,사업체수,개,192,89.72
강 원,제조업,10~34,2024,사업체수,개,10161,95.12
강 원,"전기, 가스, 증기 및 공기조절 공급업",35,2024,사업체수,개,8331,152.72
강 원,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2024,사업체수,개,673,105.49
강 원,건설업,41~42,2024,사업체수,개,25436,105.79
강 원,도매 및 소매업,45~47,2024,사업체수,개,46217,104.52
강 원,운수 및 창고업,49~52,2024,사업체수,개,15565,105.36
강 원,숙박 및 음식점업,55~56,2024,사업체수,개,44281,102.69
강 원,정보통신업,58~63,2024,사업체수,개,2037,95.45
강 원,금융 및 보험업,64~66,2024,사업체수,개,1879,102.73
강 원,부동산업,68,2024,사업체수,개,6188,104.67
강 원,"전문, 과학 및 기술 서비스업",70~73,2024,사업체수,개,5157,115.58
강 원,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2024,사업체수,개,4534,105.22
강 원,"공공행정, 국방 및 사회보장 행정",84,2024,사업체수,개,831,101.59
강 원,교육 서비스업,85,2024,사업체수,개,8396,110.26
강 원,보건업 및 사회복지 서비스업,86~87,2024,사업체수,개,5760,107.4
강 원,"예술, 스포츠 및 여가관련 서비스업",90~91,2024,사업체수,개,5892,109.37
강 원,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2024,사업체수,개,21818,118.4
충 북,전체 산업,0,2024,사업체수,개,208190,107.01
충 북,"농업, 임업 및 어업",01~03,2024,사업체수,개,824,98.92
충 북,광업,05~08,2024,사업체수,개,110,97.35
충 북,제조업,10~34,2024,사업체수,개,17375,93.19
충 북,"전기, 가스, 증기 및 공기조절 공급업",35,2024,사업체수,개,10529,166.55
충 북,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2024,사업체수,개,697,101.01
충 북,건설업,41~42,2024,사업체수,개,22133,107.37
충 북,도매 및 소매업,45~47,2024,사업체수,개,44438,101.64
충 북,운수 및 창고업,49~52,2024,사업체수,개,21665,112.36
충 북,숙박 및 음식점업,55~56,2024,사업체수,개,31465,100.06
충 북,정보통신업,58~63,2024,사업체수,개,2145,153.0
충 북,금융 및 보험업,64~66,2024,사업체수,개,1608,104.96
충 북,부동산업,68,2024,사업체수,개,6580,101.28
충 북,"전문, 과학 및 기술 서비스업",70~73,2024,사업체수,개,5091,114.87
충 북,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2024,사업체수,개,4625,98.8
충 북,"공공행정, 국방 및 사회보장 행정",84,2024,사업체수,개,570,99.48
충 북,교육 서비스업,85,2024,사업체수,개,7799,112.26
충 북,보건업 및 사회복지 서비스업,86~87,2024,사업체수,개,5471,104.79
충 북,"예술, 스포츠 및 여가관련 서비스업",90~91,2024,사업체수,개,5126,105.73
충 북,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2024,사업체수,개,19939,118.93
충 남,전체 산업,0,2024,사업체수,개,287424,110.01
충 남,"농업, 임업 및 어업",01~03,2024,사업체수,개,1626,102.65
충 남,광업,05~08,2024,사업체수,개,112,85.5
충 남,제조업,10~34,2024,사업체수,개,22992,93.07
충 남,"전기, 가스, 증기 및 공기조절 공급업",35,2024,사업체수,개,19636,155.99
충 남,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2024,사업체수,개,876,102.7
충 남,건설업,41~42,2024,사업체수,개,28272,109.82
충 남,도매 및 소매업,45~47,2024,사업체수,개,63715,105.33
충 남,운수 및 창고업,49~52,2024,사업체수,개,26613,114.53
충 남,숙박 및 음식점업,55~56,2024,사업체수,개,42099,101.52
충 남,정보통신업,58~63,2024,사업체수,개,3526,178.98
충 남,금융 및 보험업,64~66,2024,사업체수,개,2103,104.52
충 남,부동산업,68,2024,사업체수,개,9534,102.4
충 남,"전문, 과학 및 기술 서비스업",70~73,2024,사업체수,개,7059,123.97
충 남,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2024,사업체수,개,6312,107.71
충 남,"공공행정, 국방 및 사회보장 행정",84,2024,사업체수,개,789,101.94
충 남,교육 서비스업,85,2024,사업체수,개,10567,114.9
충 남,보건업 및 사회복지 서비스업,86~87,2024,사업체수,개,7351,105.25
충 남,"예술, 스포츠 및 여가관련 서비스업",90~91,2024,사업체수,개,6474,107.79
충 남,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2024,사업체수,개,27768,122.56
전 북,전체 산업,0,2024,사업체수,개,252411,109.09
전 북,"농업, 임업 및 어업",01~03,2024,사업체수,개,1363,90.32
전 북,광업,05~08,2024,사업체수,개,88,75.86
전 북,제조업,10~34,2024,사업체수,개,15002,91.56
전 북,"전기, 가스, 증기 및 공기조절 공급업",35,2024,사업체수,개,33073,151.89
전 북,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2024,사업체수,개,636,103.75
전 북,건설업,41~42,2024,사업체수,개,23297,102.98
전 북,도매 및 소매업,45~47,2024,사업체수,개,52638,99.06
전 북,운수 및 창고업,49~52,2024,사업체수,개,23070,111.35
전 북,숙박 및 음식점업,55~56,2024,사업체수,개,31394,100.21
전 북,정보통신업,58~63,2024,사업체수,개,1853,113.75
전 북,금융 및 보험업,64~66,2024,사업체수,개,2227,106.1
전 북,부동산업,68,2024,사업체수,개,6879,96.75
전 북,"전문, 과학 및 기술 서비스업",70~73,2024,사업체수,개,5530,105.8
전 북,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2024,사업체수,개,4233,97.83
전 북,"공공행정, 국방 및 사회보장 행정",84,2024,사업체수,개,932,100.65
전 북,교육 서비스업,85,2024,사업체수,개,9562,105.53
전 북,보건업 및 사회복지 서비스업,86~87,2024,사업체수,개,7227,106.55
전 북,"예술, 스포츠 및 여가관련 서비스업",90~91,2024,사업체수,개,5190,106.86
전 북,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2024,사업체수,개,28217,133.37
전 남,전체 산업,0,2024,사업체수,개,253206,107.89
전 남,"농업, 임업 및 어업",01~03,2024,사업체수,개,1967,86.23
전 남,광업,05~08,2024,사업체수,개,961,99.9
전 남,제조업,10~34,2024,사업체수,개,16143,92.69
전 남,"전기, 가스, 증기 및 공기조절 공급업",35,2024,사업체수,개,22255,173.39
전 남,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2024,사업체수,개,823,102.88
전 남,건설업,41~42,2024,사업체수,개,26554,106.78
전 남,도매 및 소매업,45~47,2024,사업체수,개,54664,99.75
전 남,운수 및 창고업,49~52,2024,사업체수,개,25782,105.96
전 남,숙박 및 음식점업,55~56,2024,사업체수,개,37394,100.9
전 남,정보통신업,58~63,2024,사업체수,개,1762,111.1
전 남,금융 및 보험업,64~66,2024,사업체수,개,1957,99.64
전 남,부동산업,68,2024,사업체수,개,5236,99.75
전 남,"전문, 과학 및 기술 서비스업",70~73,2024,사업체수,개,4805,108.17
전 남,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2024,사업체수,개,4373,99.36
전 남,"공공행정, 국방 및 사회보장 행정",84,2024,사업체수,개,1292,100.08
전 남,교육 서비스업,85,2024,사업체수,개,8374,109.79
전 남,보건업 및 사회복지 서비스업,86~87,2024,사업체수,개,6735,105.93
전 남,"예술, 스포츠 및 여가관련 서비스업",90~91,2024,사업체수,개,5364,108.78
전 남,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2024,사업체수,개,26765,124.59
경 북,전체 산업,0,2024,사업체수,개,344568,104.84
경 북,"농업, 임업 및 어업",01~03,2024,사업체수,개,1235,99.92
경 북,광업,05~08,2024,사업체수,개,156,79.59
경 북,제조업,10~34,2024,사업체수,개,33867,89.37
경 북,"전기, 가스, 증기 및 공기조절 공급업",35,2024,사업체수,개,21474,185.91
경 북,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2024,사업체수,개,1252,100.48
경 북,건설업,41~42,2024,사업체수,개,34158,105.36
경 북,도매 및 소매업,45~47,2024,사업체수,개,74143,100.97
경 북,운수 및 창고업,49~52,2024,사업체수,개,33267,102.39
경 북,숙박 및 음식점업,55~56,2024,사업체수,개,55153,99.58
경 북,정보통신업,58~63,2024,사업체수,개,2482,117.69
경 북,금융 및 보험업,64~66,2024,사업체수,개,2688,99.48
경 북,부동산업,68,2024,사업체수,개,8501,98.41
경 북,"전문, 과학 및 기술 서비스업",70~73,2024,사업체수,개,6631,107.84
경 북,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2024,사업체수,개,5742,94.57
경 북,"공공행정, 국방 및 사회보장 행정",84,2024,사업체수,개,1286,98.24
경 북,교육 서비스업,85,2024,사업체수,개,12914,109.23
경 북,보건업 및 사회복지 서비스업,86~87,2024,사업체수,개,8625,103.1
경 북,"예술, 스포츠 및 여가관련 서비스업",90~91,2024,사업체수,개,7210,105.63
경 북,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2024,사업체수,개,33784,117.25
경 남,전체 산업,0,2024,사업체수,개,403774,102.84
경 남,"농업, 임업 및 어업",01~03,2024,사업체수,개,1087,102.84
경 남,광업,05~08,2024,사업체수,개,79,71.17
경 남,제조업,10~34,2024,사업체수,개,44369,89.7
경 남,"전기, 가스, 증기 및 공기조절 공급업",35,2024,사업체수,개,10605,178.93
경 남,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2024,사업체수,개,1258,99.84
경 남,건설업,41~42,2024,사업체수,개,33922,104.59
경 남,도매 및 소매업,45~47,2024,사업체수,개,90490,100.46
경 남,운수 및 창고업,49~52,2024,사업체수,개,39823,110.66
경 남,숙박 및 음식점업,55~56,2024,사업체수,개,66831,97.19
경 남,정보통신업,58~63,2024,사업체수,개,3047,122.17
경 남,금융 및 보험업,64~66,2024,사업체수,개,3367,101.72
경 남,부동산업,68,2024,사업체수,개,13365,97.73
경 남,"전문, 과학 및 기술 서비스업",70~73,2024,사업체수,개,10028,109.24
경 남,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2024,사업체수,개,7532,89.72
경 남,"공공행정, 국방 및 사회보장 행정",84,2024,사업체수,개,1112,101.09
경 남,교육 서비스업,85,2024,사업체수,개,18396,108.18
경 남,보건업 및 사회복지 서비스업,86~87,2024,사업체수,개,10415,102.52
경 남,"예술, 스포츠 및 여가관련 서비스업",90~91,2024,사업체수,개,8586,106.37
경 남,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2024,사업체수,개,39462,115.57
제 주,전체 산업,0,2024,사업체수,개,100168,104.2
제 주,"농업, 임업 및 어업",01~03,2024,사업체수,개,686,90.86
제 주,광업,05~08,2024,사업체수,개,9,81.82
제 주,제조업,10~34,2024,사업체수,개,3224,87.04
제 주,"전기, 가스, 증기 및 공기조절 공급업",35,2024,사업체수,개,1291,115.37
제 주,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2024,사업체수,개,196,103.16
제 주,건설업,41~42,2024,사업체수,개,9492,100.61
제 주,도매 및 소매업,45~47,2024,사업체수,개,22274,101.84
제 주,운수 및 창고업,49~52,2024,사업체수,개,8185,101.35
제 주,숙박 및 음식점업,55~56,2024,사업체수,개,24243,103.3
제 주,정보통신업,58~63,2024,사업체수,개,1076,111.27
제 주,금융 및 보험업,64~66,2024,사업체수,개,901,104.65
제 주,부동산업,68,2024,사업체수,개,3911,98.34
제 주,"전문, 과학 및 기술 서비스업",70~73,2024,사업체수,개,3110,112.15
제 주,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2024,사업체수,개,2904,98.07
제 주,"공공행정, 국방 및 사회보장 행정",84,2024,사업체수,개,238,106.25
제 주,교육 서비스업,85,2024,사업체수,개,4484,118.34
제 주,보건업 및 사회복지 서비스업,86~87,2024,사업체수,개,2324,107.59
제 주,"예술, 스포츠 및 여가관련 서비스업",90~91,2024,사업체수,개,2907,109.91
제 주,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2024,사업체수,개,8713,121.96
전 국,전체 산업,0,2024,종사자수,명,25641480,102.85
전 국,"농업, 임업 및 어업",01~03,2024,종사자수,명,62963,95.16
전 국,광업,05~08,2024,종사자수,명,13098,88.12
전 국,제조업,10~34,2024,종사자수,명,4159656,98.63
전 국,"전기, 가스, 증기 및 공기조절 공급업",35,2024,종사자수,명,212795,135.54
전 국,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2024,종사자수,명,132892,99.79
전 국,건설업,41~42,2024,종사자수,명,1861094,93.64
전 국,도매 및 소매업,45~47,2024,종사자수,명,3551791,96.83
전 국,운수 및 창고업,49~52,2024,종사자수,명,1464734,107.59
전 국,숙박 및 음식점업,55~56,2024,종사자수,명,2234009,105.97
전 국,정보통신업,58~63,2024,종사자수,명,858952,103.24
전 국,금융 및 보험업,64~66,2024,종사자수,명,735916,103.65
전 국,부동산업,68,2024,종사자수,명,655270,93.22
전 국,"전문, 과학 및 기술 서비스업",70~73,2024,종사자수,명,1513309,107.72
전 국,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2024,종사자수,명,1341037,103.1
전 국,"공공행정, 국방 및 사회보장 행정",84,2024,종사자수,명,944330,105.24
전 국,교육 서비스업,85,2024,종사자수,명,1739023,103.08
전 국,보건업 및 사회복지 서비스업,86~87,2024,종사자수,명,2726259,115.66
전 국,"예술, 스포츠 및 여가관련 서비스업",90~91,2024,종사자수,명,467950,110.93
전 국,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2024,종사자수,명,966402,106.92
서 울,전체 산업,0,2024,종사자수,명,5772456,100.02
서 울,"농업, 임업 및 어업",01~03,2024,종사자수,명,409,54.32
서 울,광업,05~08,2024,종사자수,명,190,140.74
서 울,제조업,10~34,2024,종사자수,명,237097,88.64
서 울,"전기, 가스, 증기 및 공기조절 공급업",35,2024,종사자수,명,6637,96.57
서 울,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2024,종사자수,명,10638,100.26
서 울,건설업,41~42,2024,종사자수,명,388553,86.53
서 울,도매 및 소매업,45~47,2024,종사자수,명,936536,92.81
서 울,운수 및 창고업,49~52,2024,종사자수,명,289414,105.44
서 울,숙박 및 음식점업,55~56,2024,종사자수,명,450505,106.23
서 울,정보통신업,58~63,2024,종사자수,명,490271,99.93
서 울,금융 및 보험업,64~66,2024,종사자수,명,299964,102.14
서 울,부동산업,68,2024,종사자수,명,188936,91.99
서 울,"전문, 과학 및 기술 서비스업",70~73,2024,종사자수,명,630526,105.48
서 울,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2024,종사자수,명,520190,105.52
서 울,"공공행정, 국방 및 사회보장 행정",84,2024,종사자수,명,163874,101.68
서 울,교육 서비스업,85,2024,종사자수,명,366094,101.23
서 울,보건업 및 사회복지 서비스업,86~87,2024,종사자수,명,508898,112.99
서 울,"예술, 스포츠 및 여가관련 서비스업",90~91,2024,종사자수,명,93249,105.38
서 울,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2024,종사자수,명,190475,102.13
부 산,전체 산업,0,2024,종사자수,명,1563954,101.26
부 산,"농업, 임업 및 어업",01~03,2024,종사자수,명,3333,120.89
부 산,광업,05~08,2024,종사자수,명,33,38.82
부 산,제조업,10~34,2024,종사자수,명,210397,98.76
부 산,"전기, 가스, 증기 및 공기조절 공급업",35,2024,종사자수,명,4714,114.14
부 산,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2024,종사자수,명,7591,96.03
부 산,건설업,41~42,2024,종사자수,명,110035,88.77
부 산,도매 및 소매업,45~47,2024,종사자수,명,235313,95.18
부 산,운수 및 창고업,49~52,2024,종사자수,명,136371,103.51
부 산,숙박 및 음식점업,55~56,2024,종사자수,명,153036,107.08
부 산,정보통신업,58~63,2024,종사자수,명,21228,99.38
부 산,금융 및 보험업,64~66,2024,종사자수,명,50537,103.44
부 산,부동산업,68,2024,종사자수,명,44615,93.46
부 산,"전문, 과학 및 기술 서비스업",70~73,2024,종사자수,명,60567,103.25
부 산,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2024,종사자수,명,75767,96.31
부 산,"공공행정, 국방 및 사회보장 행정",84,2024,종사자수,명,54720,104.32
부 산,교육 서비스업,85,2024,종사자수,명,106156,101.55
부 산,보건업 및 사회복지 서비스업,86~87,2024,종사자수,명,203967,115.84
부 산,"예술, 스포츠 및 여가관련 서비스업",90~91,2024,종사자수,명,25292,111.29
부 산,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2024,종사자수,명,60282,101.0
대 구,전체 산업,0,2024,종사자수,명,1021246,101.66
대 구,"농업, 임업 및 어업",01~03,2024,종사자수,명,563,144.73
대 구,광업,05~08,2024,종사자수,명,73,317.39
대 구,제조업,10~34,2024,종사자수,명,159551,93.95
대 구,"전기, 가스, 증기 및 공기조절 공급업",35,2024,종사자수,명,4561,137.88
대 구,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2024,종사자수,명,4663,103.9
대 구,건설업,41~42,2024,종사자수,명,70905,94.1
대 구,도매 및 소매업,45~47,2024,종사자수,명,152493,95.8
대 구,운수 및 창고업,49~52,2024,종사자수,명,59297,105.47
대 구,숙박 및 음식점업,55~56,2024,종사자수,명,94265,106.14
대 구,정보통신업,58~63,2024,종사자수,명,15968,96.4
대 구,금융 및 보험업,64~66,2024,종사자수,명,32499,106.76
대 구,부동산업,68,2024,종사자수,명,29114,95.58
대 구,"전문, 과학 및 기술 서비스업",70~73,2024,종사자수,명,35746,103.37
대 구,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2024,종사자수,명,46699,108.27
대 구,"공공행정, 국방 및 사회보장 행정",84,2024,종사자수,명,37580,109.1
대 구,교육 서비스업,85,2024,종사자수,명,82871,101.13
대 구,보건업 및 사회복지 서비스업,86~87,2024,종사자수,명,135545,114.31
대 구,"예술, 스포츠 및 여가관련 서비스업",90~91,2024,종사자수,명,16377,106.12
대 구,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2024,종사자수,명,42476,102.67
인 천,전체 산업,0,2024,종사자수,명,1271660,103.94
인 천,"농업, 임업 및 어업",01~03,2024,종사자수,명,442,68.21
인 천,광업,05~08,2024,종사자수,명,397,77.84
인 천,제조업,10~34,2024,종사자수,명,242091,96.7
인 천,"전기, 가스, 증기 및 공기조절 공급업",35,2024,종사자수,명,4544,97.85
인 천,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2024,종사자수,명,7951,101.17
인 천,건설업,41~42,2024,종사자수,명,81837,93.67
인 천,도매 및 소매업,45~47,2024,종사자수,명,176309,101.85
인 천,운수 및 창고업,49~52,2024,종사자수,명,100309,105.32
인 천,숙박 및 음식점업,55~56,2024,종사자수,명,112402,109.0
인 천,정보통신업,58~63,2024,종사자수,명,16133,108.21
인 천,금융 및 보험업,64~66,2024,종사자수,명,24128,106.3
인 천,부동산업,68,2024,종사자수,명,32578,99.0
인 천,"전문, 과학 및 기술 서비스업",70~73,2024,종사자수,명,45432,104.8
인 천,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2024,종사자수,명,70006,108.15
인 천,"공공행정, 국방 및 사회보장 행정",84,2024,종사자수,명,44448,101.92
인 천,교육 서비스업,85,2024,종사자수,명,82713,104.23
인 천,보건업 및 사회복지 서비스업,86~87,2024,종사자수,명,158215,116.77
인 천,"예술, 스포츠 및 여가관련 서비스업",90~91,2024,종사자수,명,23490,121.65
인 천,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2024,종사자수,명,48235,109.06
광 주,전체 산업,0,2024,종사자수,명,673601,99.61
광 주,"농업, 임업 및 어업",01~03,2024,종사자수,명,448,101.59
광 주,광업,05~08,2024,종사자수,명,25,62.5
광 주,제조업,10~34,2024,종사자수,명,80250,91.9
광 주,"전기, 가스, 증기 및 공기조절 공급업",35,2024,종사자수,명,3982,122.79
광 주,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2024,종사자수,명,2673,101.71
광 주,건설업,41~42,2024,종사자수,명,68055,90.38
광 주,도매 및 소매업,45~47,2024,종사자수,명,90215,93.84
광 주,운수 및 창고업,49~52,2024,종사자수,명,39134,104.16
광 주,숙박 및 음식점업,55~56,2024,종사자수,명,56342,102.44
광 주,정보통신업,58~63,2024,종사자수,명,10267,79.79
광 주,금융 및 보험업,64~66,2024,종사자수,명,21487,98.68
광 주,부동산업,68,2024,종사자수,명,19074,74.63
광 주,"전문, 과학 및 기술 서비스업",70~73,2024,종사자수,명,29207,118.49
광 주,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2024,종사자수,명,32227,101.05
광 주,"공공행정, 국방 및 사회보장 행정",84,2024,종사자수,명,22853,97.51
광 주,교육 서비스업,85,2024,종사자수,명,52184,101.35
광 주,보건업 및 사회복지 서비스업,86~87,2024,종사자수,명,102915,117.73
광 주,"예술, 스포츠 및 여가관련 서비스업",90~91,2024,종사자수,명,11806,102.17
광 주,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2024,종사자수,명,30457,109.02
대 전,전체 산업,0,2024,종사자수,명,706075,102.56
대 전,"농업, 임업 및 어업",01~03,2024,종사자수,명,171,42.43
대 전,광업,05~08,2024,종사자수,명,21,77.78
대 전,제조업,10~34,2024,종사자수,명,66618,99.16
대 전,"전기, 가스, 증기 및 공기조절 공급업",35,2024,종사자수,명,2109,96.43
대 전,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2024,종사자수,명,4207,91.54
대 전,건설업,41~42,2024,종사자수,명,58437,96.7
대 전,도매 및 소매업,45~47,2024,종사자수,명,97979,97.42
대 전,운수 및 창고업,49~52,2024,종사자수,명,36024,104.07
대 전,숙박 및 음식점업,55~56,2024,종사자수,명,62460,107.31
대 전,정보통신업,58~63,2024,종사자수,명,21027,104.83
대 전,금융 및 보험업,64~66,2024,종사자수,명,20107,106.09
대 전,부동산업,68,2024,종사자수,명,16846,90.43
대 전,"전문, 과학 및 기술 서비스업",70~73,2024,종사자수,명,61616,107.11
대 전,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2024,종사자수,명,43969,98.25
대 전,"공공행정, 국방 및 사회보장 행정",84,2024,종사자수,명,30219,100.23
대 전,교육 서비스업,85,2024,종사자수,명,60708,103.06
대 전,보건업 및 사회복지 서비스업,86~87,2024,종사자수,명,82808,112.86
대 전,"예술, 스포츠 및 여가관련 서비스업",90~91,2024,종사자수,명,11803,110.5
대 전,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2024,종사자수,명,28946,106.33
울 산,전체 산업,0,2024,종사자수,명,568107,104.43
울 산,"농업, 임업 및 어업",01~03,2024,종사자수,명,455,112.62
울 산,광업,05~08,2024,종사자수,명,134,48.73
울 산,제조업,10~34,2024,종사자수,명,180998,102.02
